Index	Text	Lemma	POS	Semantics
47	stand	stand	VBP	['M6', 'M2', 'M8', 'M1', 'T2++', 'N3', 'A3+', 'X2.1', 'A7', 'G1.2', 'S8+', 'S7.4+', 'I2.2', 'S1.2.5+']
48	in	in	II	['Z5']
49	the	the	AT	['Z5']
50	hot	hot	JJ	['O4.6+', 'X9.1+', 'O4.2+', 'X5.2+', 'G2.1-', 'A12-', 'S7.3+', 'E6-', 'A7+++']
51	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
52	for	for	IF	['Z5']
53	minutes	minute	NNT2	['T1.3', 'Q1.2']
54	.	.	.	['PUNCT']
55	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
56	out	out	RP	['Z5']
57	the	the	AT	['Z5']
58	hot	hot	JJ	['O4.6+', 'X9.1+', 'O4.2+', 'X5.2+', 'G2.1-', 'A12-', 'S7.3+', 'E6-', 'A7+++']
59	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
60	,	,	,	['PUNCT']
61	then	then	RT	['N4', 'Z5', 'T1.2']
62	cool	cool	VB	['O4.6-/A2.1', 'X5.2-/A2.1']
63	the	the	AT	['Z5']
64	eggs	egg	NN2	['L2', 'F1']
65	under	under	II	['Z5']
66	cold	cold	JJ	['O4.6-', 'S1.2.1-', 'E1-', 'A1.1.1']
67	running	running	JJ	['M1/N3.8+', 'K5.1', 'G1.2', 'G2.1-', 'X3.3', 'S7.1+', 'A1.1.1', 'T2++', 'M3.3', 'A6.3+', 'K4']
68	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
69	.	.	.	['PUNCT']
70	Peel	peel	VV0	['F1/L3']
71	once	once	RR	['N6-', 'T1.1.1']
72	cold	cold	JJ	['O4.6-', 'S1.2.1-', 'E1-', 'A1.1.1']
73	.	.	.	['PUNCT']
74	Dry	dry	VV0	['O1.2-']
75	the	the	AT	['Z5']
76	eggs	egg	NN2	['L2', 'F1']
77	thoroughly	thoroughly	RR	['A13.2', 'A1.3+']
78	with	with	IW	['Z5']
79	paper	paper	NN1	['B4/B5']
80	towels	towel	NN2	['B4/B5']
81	,	,	,	['PUNCT']
82	and	and	CC	['Z5']
83	slice	slice	VB	['A5.4+']
84	them	they	PPHO2	['A5.4+']
85	in	in	II	['A2.1+']
86	half	half	DB	['A2.1+']
87	lengthwise	lengthwise	JJ	['N3.7']
88	.	.	.	['PUNCT']
89	Remove	remove	VB	['M2']
90	the	the	AT	['Z5']
91	yolks	yolk	NN2	['F1']
92	,	,	,	['PUNCT']
93	and	and	CC	['Z5']
94	place	place	VV0	['M7', 'H1', 'A1.2', 'P1']
95	in	in	II	['Z5']
96	a	a	AT1	['Z5']
97	bowl	bowl	NN1	['O2']
98	.	.	.	['PUNCT']
99	Mash	mash	VV0	['F1']
100	the	the	AT	['Z5']
101	yolks	yolk	NN2	['F1']
102	with	with	IW	['Z5']
103	a	a	AT1	['Z5']
104	fork	fork	NN1	['O2', 'O4.4']
105	,	,	,	['PUNCT']
106	and	and	CC	['Z5']
107	stir	stir	VV0	['A1.1.1', 'M1']
108	in	in	II	['Z5']
109	the	the	AT	['Z5']
110	sugar	sugar	NN1	['F1']
111	,	,	,	['PUNCT']
112	salt	salt	NN1	['F1', 'O1.1']
113	,	,	,	['PUNCT']
114	onion	onion	NN1	['F1']
115	powder	powder	NN1	['O1.1', 'B4', 'G3']
116	,	,	,	['PUNCT']
117	garlic	garlic	NN1	['F1', 'L3']
118	powder	powder	NN1	['O1.1', 'B4', 'G3']
119	,	,	,	['PUNCT']
120	and	and	CC	['Z5']
121	white	white	JJ	['O4.3', 'G2.2+']
122	pepper	pepper	NN1	['F1']
123	.	.	.	['PUNCT']
124	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
125	the	the	AT	['Z5']
126	mustard	mustard	NN1	['F1', 'L3', 'O4.3']
127	,	,	,	['PUNCT']
128	mayonnaise	mayonnaise	VV0	['F1']
129	,	,	,	['PUNCT']
130	salad	salad	NN1	['F1']
131	dressing	dressing	VVG	['B5', 'F1', 'B3', 'O4.1']
132	,	,	,	['PUNCT']
133	and	and	CC	['Z5']
134	vinegar	vinegar	NN1	['O1.2/F1']
135	,	,	,	['PUNCT']
136	one	one	PN1	['N1', 'T3', 'T1.2']
137	at	at	II	['T1.1.2']
138	a	a	AT1	['T1.1.2']
139	time	time	NNT1	['T1.1.2']
140	,	,	,	['PUNCT']
141	stirring	stir	VBG	['A1.1.1', 'M1']
142	to	to	TO	['Z5']
143	incorporate	incorporate	VB	['A1.8+', 'S5+']
144	each	each	DD1	['N6+']
145	ingredient	ingredient	NN1	['N6+']
146	before	before	II	['Z5']
147	adding	add	VBG	['N5+/A2.1', 'N2', 'A1.8+']
148	the	the	AT	['Z5']
149	next	next	MD	['N4']
150	.	.	.	['PUNCT']
151	Mound	mound	NN1	['W3', 'N5+']
152	a	a	AT1	['Z5']
153	heaping	heaping	VBG	['Z99']
154	teaspoonful	teaspoonful	NN1	['Z99']
155	of	of	IO	['Z5']
156	the	the	AT	['Z5']
157	yolk	yolk	NN1	['F1']
158	mixture	mixture	NN1	['O1.1', 'A6.3+']
159	into	into	II	['Z5']
160	the	the	AT	['Z5']
161	cavity	cavity	NN1	['O2', 'B2-']
162	of	of	IO	['Z5']
163	each	each	DD1	['N6+']
164	egg	egg	NN1	['N6+']
165	half	half	NN1	['N5c']
166	,	,	,	['PUNCT']
167	and	and	CC	['Z5']
168	sprinkle	sprinkle	VB	['A1.1.1']
169	with	with	IW	['Z5']
170	paprika	paprika	NN1	['Z99']
171	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	Spray	spray	VB	['A1.1.1']
12	a	a	AT1	['Z5']
13	x-inch	x inch	NNU1	['Z5', 'N3.7']
16	baking	baking	NN1	['F1/O2']
17	dish	dish	NN1	['F1/O2']
18	with	with	IW	['Z5']
19	non-stick	non stick	JJ	['Z6', 'M2', 'A1.1.1', 'A1.7+', 'A2.1-', 'T2++', 'E2+', 'A9+%']
22	cooking	cooking	NN1	['F1']
23	spray	spray	NN1	['A1.1.1', 'O2', 'N5', 'B3']
24	.	.	.	['PUNCT']
25	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
26	the	the	AT	['Z5']
27	cauliflower	cauliflower	NN1	['F1', 'L3']
28	in	in	II	['Z5']
29	a	a	AT1	['Z5']
30	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
31	mixing	mixing	VBG	['A2.1+', 'S1.1.3+', 'K3']
32	bowl	bowl	NN1	['O2']
33	.	.	.	['PUNCT']
34	Toss	toss	VB	['M2', 'F1', 'M1']
35	with	with	IW	['Z5']
36	the	the	AT	['Z5']
37	olive	olive	JJ	['F1']
38	oil	oil	NN1	['F1']
39	and	and	CC	['Z5']
40	garlic	garlic	NN1	['F1', 'L3']
41	powder	powder	NN1	['O1.1', 'B4', 'G3']
42	until	until	CS	['Z5']
43	thoroughly	thoroughly	RR	['A13.2', 'A1.3+']
44	distributed	distribute	VBN	['A9-', 'I2.2', 'M2/N3.6']
45	.	.	.	['PUNCT']
46	Transfer	transfer	VV0	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5']
47	the	the	AT	['Z5']
48	cauliflower	cauliflow	NN1	['F1', 'L3']
49	mixture	mixture	NN1	['O1.1', 'A6.3+']
50	to	to	II	['Z5']
51	prepared	prepared	JJ	['X7+', 'O4.1']
52	baking	baking	NN1	['F1/O2']
53	dish	dish	NN1	['F1/O2']
54	.	.	.	['PUNCT']
55	Bake	Bake	VB	['F1', 'O4.6']
56	in	in	II	['Z5']
57	preheated	preheat	JJ	['N4/O4.6+']
58	oven	oven	NN1	['O2/F1']
59	minutes	minute	NNT2	['T1.3', 'Q1.2']
60	.	.	.	['PUNCT']
61	Top	top	NN1	['M6', 'N5.1+', 'A11.1+++', 'S7.1+++', 'N4', 'X9.1+++', 'A5.1+++']
62	with	with	IW	['Z5']
63	shredded	shredded	JJ	['Z99']
64	cheese	cheese	NN1	['F1']
65	and	and	CC	['Z5']
66	bake	bake	VB	['F1', 'O4.6']
67	until	until	CS	['Z5']
68	the	the	AT	['Z5']
69	cheese	cheese	NN1	['F1']
70	has	have	VBZ	['A9+', 'Z5', 'A2.2', 'S4']
71	melted	melt	VBN	['O4.6']
72	,	,	,	['PUNCT']
73	about	about	II	['Z5']
74	more	more	DAR	['A13.3', 'N6++']
75	minutes	minute	NNT2	['T1.3', 'Q1.2']
76	.	.	.	['PUNCT']
77	Top	top	JJ	['M6', 'N5.1+', 'A11.1+++', 'S7.1+++', 'N4', 'X9.1+++', 'A5.1+++']
78	cheesy	cheesy	JJ	['A5.1-', 'F1', 'X3.5']
79	florets	floret	NN2	['Z99']
80	with	with	IW	['Z5']
81	sriracha	sriracha	NN1	['F1']
82	sauce	sauce	NN1	['F1']
83	to	to	TO	['Z5']
84	taste	taste	VB	['X3.1', 'F1', 'X2.2']
85	and	and	CC	['Z5']
86	garnish	garnish	VB	['F1']
87	with	with	IW	['Z5']
88	green	green	JJ	['O4.3', 'W5', 'L3', 'X9.1-']
89	onions	onion	NN2	['F1']
90	.	.	.	['PUNCT']
91	Serve	serve	VB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
92	with	with	IW	['Z5']
93	a	a	AT1	['Z5']
94	cold	cold	JJ	['O4.6-', 'S1.2.1-', 'E1-', 'A1.1.1']
95	glass	glass	NN1	['O1.1', 'O2']
96	of	of	IO	['Z5']
97	milk	milk	NN1	['F2', 'O1.2']
98	.	.	.	['PUNCT']
1	Preheat	preheat	VB	['Z99']
2	an	an	AT1	['Z5']
3	oven	oven	NN1	['O2/F1']
4	to	to	II	['Z5']
5	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
6	F	F	ZZ1	['Z5']
7	(	(	(	['PUNCT']
8	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
9	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
10	)	)	)	['PUNCT']
11	.	.	.	['PUNCT']
12	Line	line	VV0	['O4.4', 'A4.1', 'Q1.3', 'X4.2', 'Q3', 'Q1.2', 'Q2.1/K4', 'S4', 'S7.1', 'A1.7+', 'A6.1-', 'I3.1', 'M4@c', 'G3@', 'K5.1@']
13	a	a	AT1	['Z5']
14	non	non	FU	['Z6']
15	insulated	insulate	JJ	['A10-']
16	cookie	cookie	NN1	['F1']
17	sheet	sheet	NN1	['B5', 'O2', 'Q1.2', 'N5']
18	with	with	IW	['Z5']
19	parchment	parchment	NN1	['Z99']
20	paper	paper	NN1	['Q4.2c', 'O1.1', 'Q1.2', 'P1/Q1.2', 'H5']
21	.	.	.	['PUNCT']
22	With	with	IW	['Z5']
23	a	a	AT1	['Z5']
24	knife	knife	NN1	['O2']
25	or	or	CC	['Z5']
26	kitchen	kitchen	NN1	['F1/H2']
27	shears	shear	NN2	['O2']
28	carefully	carefully	RR	['A1.3+']
29	remove	remove	VB	['M2']
30	the	the	AT	['Z5']
31	leaves	leave	NN2	['L3', 'K1/T1.3']
32	from	from	II	['Z5']
33	the	the	AT	['Z5']
34	thick	thick	JJ	['N3.7+', 'N3.2+', 'N5+', 'X9.1-', 'O4.5', 'A10-', 'A11.2+', 'O4.3@', 'O4.2-@']
35	stems	stem	VBZ	['T1.3']
36	and	and	CC	['T1.3']
37	tear	tear	VB	['T1.3']
38	into	into	II	['Z5']
39	bite	bite	NN1	['B1', 'F1', 'X3.1', 'N5+']
40	size	size	NN1	['N3.2', 'N5', 'N3.1', 'O4.1']
41	pieces	piece	NN2	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
42	.	.	.	['PUNCT']
43	Wash	wash	VB	['B4']
44	and	and	CC	['Z5']
45	thoroughly	thoroughly	RR	['A13.2', 'A1.3+']
46	dry	dry	JJ	['O1.2-', 'F2-', 'X3.1', 'X9.1+', 'X5.2-', 'N5-', 'Q2.1/N5-']
47	kale	kale	NN1	['Z99']
48	with	with	IW	['Z5']
49	a	a	AT1	['Z5']
50	salad	salad	NN1	['F1']
51	spinner	spinner	NN1	['I4/S2mf', 'K5.1/S2mf']
52	.	.	.	['PUNCT']
53	Drizzle	Drizzle	NN1	['T1.3']
54	kale	kale	NN1	['T1.3']
55	with	with	IW	['Z5']
56	olive	olive	JJ	['O4.3']
57	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
58	and	and	CC	['Z5']
59	sprinkle	sprinkle	VB	['A1.1.1']
60	with	with	IW	['Z5']
61	seasoning	season	NN1	['F1']
62	salt	salt	NN1	['F1', 'O1.1']
63	.	.	.	['PUNCT']
64	Bake	Bake	VB	['F1', 'O4.6']
65	until	until	CS	['Z5']
66	the	the	AT	['Z5']
67	edges	edge	NN2	['O2']
68	brown	brown	JJ	['O4.3']
69	but	but	CCB	['Z5']
70	are	be	VBP	['A3+', 'Z5']
71	not	not	XX	['Z6']
72	burnt	burn	VBN	['O4.6+', 'E1']
73	,	,	,	['PUNCT']
74	to	to	II	['Z5']
75	minutes	minute	NNT2	['T1.3', 'Q1.2']
76	.	.	.	['PUNCT']
1	Stir	stir	VB	['A1.1.1', 'M1']
2	pork	pork	NN1	['F1']
3	shoulder	shoulder	NN1	['B1', 'M3']
4	,	,	,	['PUNCT']
5	livers	liver	NN2	['B1', 'F1', 'S2mf']
6	,	,	,	['PUNCT']
7	onion	onion	NN1	['F1']
8	,	,	,	['PUNCT']
9	celery	celery	NN1	['F1', 'L3']
10	,	,	,	['PUNCT']
11	poblano	poblano	NN1	['Z99']
12	pepper	pepper	NN1	['F1']
13	,	,	,	['PUNCT']
14	jalapeno	jalapeno	NN1	['T1.3']
15	pepper	pepper	NN1	['T1.3']
16	,	,	,	['PUNCT']
17	garlic	garlic	NN1	['F1', 'L3']
18	,	,	,	['PUNCT']
19	kosher	kosher	JJ	['S9', 'A5.4+']
20	salt	salt	NN1	['F1', 'O1.1']
21	,	,	,	['PUNCT']
22	/	/	FO	['Z99']
23	tablespoons	tablespoon	NN2	['O2/F1']
24	ground	ground	VVD	['A1.1.1', 'X3.2', 'M2', 'F1', 'A1.1.1/O4.5', 'X8+', 'K1', 'M4', 'Q2.2', 'P1', 'A1.7+', 'A2.2']
25	black	black	JJ	['F1']
26	pepper	pepper	NN1	['F1']
27	,	,	,	['PUNCT']
28	chili	chili	NN1	['Z99']
29	powder	powder	NN1	['O1.1', 'B4', 'G3']
30	,	,	,	['PUNCT']
31	and	and	CC	['Z5']
32	teaspoon	teaspoon	NN1	['O2', 'N5']
33	cayenne	cayenne	NN1	['Z99']
34	pepper	pepper	NN1	['F1']
35	together	together	RL	['S5+', 'T1.1.2', 'M6']
36	in	in	II	['Z5']
37	a	a	AT1	['Z5']
38	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
39	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
40	.	.	.	['PUNCT']
41	Cover	cover	VB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
42	the	the	AT	['Z5']
43	pot	pot	NN1	['O2', 'O1.1', 'I1.1', 'F3']
44	with	with	IW	['Z5']
45	a	a	AT1	['Z5']
46	lid	lid	NN1	['O2']
47	and	and	CC	['Z5']
48	refrigerate	refrigerate	VB	['Z99']
49	until	until	CS	['Z5']
50	flavors	flavor	NN2	['X3.1', 'O4.1']
51	combine	combine	VBP	['A2.2', 'A1.8+', 'S5+c', 'F4']
52	,	,	,	['PUNCT']
53	hours	hour	NNT2	['T1.3']
54	to	to	II	['Z5']
55	overnight	overnight	RT	['T1.3', 'N3.8+']
56	.	.	.	['PUNCT']
57	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
58	enough	enough	DD	['N5+', 'N6+', 'A13.3']
59	water	water	NN1	['O1.2', 'W3/M4', 'B1', 'C1%']
60	into	into	II	['Z5']
61	the	the	AT	['Z5']
62	pork	pork	NN1	['F1']
63	mixture	mixture	NN1	['O1.1', 'A6.3+']
64	to	to	TO	['Z5']
65	cover	cover	VB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
66	by	by	II	['Z5']
67	inches	inch	NNU2	['N3.7']
68	;	;	;	['PUNCT']
69	bring	bring	VB	['M2', 'A2.2']
70	to	to	II	['Z5']
71	a	a	AT1	['Z5']
72	boil	boil	NN1	['B2-', 'O4.6+@']
73	,	,	,	['PUNCT']
74	reduce	reduce	VB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
75	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
76	to	to	II	['Z5']
77	low	low	JJ	['L2/Q2.1']
78	,	,	,	['PUNCT']
79	and	and	CC	['Z5']
80	simmer	simmer	VBP	['F1']
81	until	until	CS	['Z5']
82	meat	meat	NN1	['F1', 'A4.2+']
83	is	be	VBZ	['A3+', 'Z5']
84	tender	tender	JJ	['E2+', 'T3-', 'O4.5', 'B2-']
85	,	,	,	['PUNCT']
86	about	about	II	['Z5']
87	/	/	FO	['Z99']
88	hours	hour	NNT2	['T1.3']
89	.	.	.	['PUNCT']
90	Remove	remove	VB	['M2']
91	from	from	II	['Z5']
92	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
93	.	.	.	['PUNCT']
94	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
95	mixture	mixture	NN1	['O1.1', 'A6.3+']
96	through	through	II	['Z5']
97	a	a	AT1	['Z5']
98	strainer	strainer	NN1	['O2']
99	,	,	,	['PUNCT']
100	reserving	reserve	VBG	['A9+']
101	strained	strained	JJ	['A12-', 'O4.1', 'B2-']
102	liquid	liquid	NN1	['O1.2']
103	and	and	CC	['Z5']
104	meat	meat	NN1	['F1', 'A4.2+']
105	separately	separately	RR	['A6.1-']
106	.	.	.	['PUNCT']
107	Transfer	transfer	VV0	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
108	drained	drain	VBN	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
109	meat	meat	NN1	['F1', 'A4.2+']
110	mixture	mixture	NN1	['O1.1', 'A6.3+']
111	to	to	II	['Z5']
112	a	a	AT1	['Z5']
113	cutting	cut	JJ	['A1.1.1', 'N5-/A2.1', 'T2-', 'Q4.3', 'K5.1', 'B1']
114	board	board	NN1	['S7.1+/S5+c', 'O2', 'O1.1', 'H4', 'P1', 'K5.1']
115	and	and	CC	['Z5']
116	finely	finely	RR	['A5.1+', 'O4.5']
117	chop	chop	VB	['A1.1.1', 'N5-/A2.1']
118	.	.	.	['PUNCT']
119	Stir	stir	VB	['A1.1.1', 'M1']
120	chopped	chop	VBN	['A1.1.1', 'N5-/A2.1']
121	meat	meat	NN1	['F1', 'A4.2+']
122	,	,	,	['PUNCT']
123	rice	rice	NN1	['F1']
124	,	,	,	['PUNCT']
125	parsley	parsley	NN1	['F1', 'L3']
126	,	,	,	['PUNCT']
127	and	and	CC	['Z5']
128	green	green	JJ	['O4.3', 'W5', 'L3', 'X9.1-']
129	onion	onion	NN1	['F1']
130	together	together	RL	['S5+', 'T1.1.2', 'M6']
131	in	in	II	['Z5']
132	a	a	AT1	['Z5']
133	bowl	bowl	NN1	['O2']
134	.	.	.	['PUNCT']
135	Gradually	gradually	RR	['T2++']
136	add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
137	reserved	reserve	JJ	['A9+']
138	cooking	cooking	NN1	['F1']
139	liquid	liquid	NN1	['O1.2']
140	,	,	,	['PUNCT']
141	ladleful	ladleful	NN1	['Z99']
142	at	at	II	['T1.1.2']
143	a	a	AT1	['T1.1.2']
144	time	time	NNT1	['T1.1.2']
145	,	,	,	['PUNCT']
146	to	to	II	['Z5']
147	meat	meat	NN1	['F1', 'A4.2+']
148	mixture	mixture	NN1	['O1.1', 'A6.3+']
149	,	,	,	['PUNCT']
150	stirring	stir	VBG	['A1.1.1', 'M1']
151	until	until	CS	['Z5']
152	completely	completely	RR	['A13.2']
153	incorporated	incorporate	VBN	['A1.8+', 'S5+']
154	between	between	II	['Z5']
155	each	each	DD1	['N6+']
156	addition	addition	NN1	['N6+']
157	,	,	,	['PUNCT']
158	until	until	CS	['Z5']
159	mixture	mixture	NN1	['O1.1', 'A6.3+']
160	has	have	VBZ	['A9+', 'Z5', 'A2.2', 'S4']
161	a	a	AT1	['Z5']
162	paste-like	paste like	JJ	['O1.1', 'A6.1+']
165	consistency	consistency	NN1	['O4.5']
166	.	.	.	['PUNCT']
167	Cover	cover	VB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
168	the	the	AT	['Z5']
169	bowl	bowl	NN1	['O2']
170	with	with	IW	['Z5']
171	plastic	plastic	NN1	['O1.1']
172	wrap	wrap	NN1	['B5', 'Y2%']
173	and	and	CC	['Z5']
174	refrigerate	refrigerate	VB	['Z99']
175	until	until	CS	['Z5']
176	chilled	chill	VVN	['O4.6-']
177	,	,	,	['PUNCT']
178	at	at	RR21	['Z5']
179	least	least	RR22	['N5.1-', 'A11.1---']
180	hours	hour	NNT2	['T1.3']
181	to	to	II	['Z5']
182	overnight	overnight	RT	['T1.3', 'N3.8+']
183	.	.	.	['PUNCT']
184	Heat	heat	VB	['O4.6+']
185	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
186	in	in	II	['Z5']
187	a	a	AT1	['Z5']
188	deep-fryer	deep fryer	NN1	['N3.7+', 'N5+', 'O4.3', 'A4.2+', 'E4.1-', 'X3.2', 'F1/O3', 'F1/S2mf']
191	or	or	CC	['Z5']
192	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
193	saucepan	saucepan	NN1	['O2']
194	to	to	II	['Z5']
195	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
196	F	F	ZZ1	['Z5']
197	(	(	(	['PUNCT']
198	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
199	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
200	)	)	)	['PUNCT']
201	.	.	.	['PUNCT']
202	Roll	roll	VB	['O2', 'F1', 'Q1.2', 'M1']
203	chilled	chill	JJ	['O4.6-']
204	meat	meat	NN1	['F1', 'A4.2+']
205	mixture	mixture	NN1	['O1.1', 'A6.3+']
206	into	into	II	['Z5']
207	inch	inch	NNU1	['N3.7']
208	balls	ball	NN2	['O2/O4.4', 'K5.1', 'B1', 'K1']
209	.	.	.	['PUNCT']
210	Whisk	whisk	VB	['O2']
211	flour	flour	NN1	['F1']
212	,	,	,	['PUNCT']
213	pinch	pinch	NN1	['E3-', 'N3.2-', 'G2.1-/A9+']
214	cayenne	cayenne	NN1	['Z99']
215	pepper	pepper	NN1	['F1']
216	,	,	,	['PUNCT']
217	salt	salt	NN1	['F1', 'O1.1']
218	,	,	,	['PUNCT']
219	and	and	CC	['Z5']
220	black	black	JJ	['F1']
221	pepper	pepper	NN1	['F1']
222	together	together	RL	['S5+', 'T1.1.2', 'M6']
223	in	in	II	['Z5']
224	a	a	AT1	['Z5']
225	shallow	shallow	JJ	['N3.7-', 'A11.1-', 'A5.4-/S1.2.1+', 'A4.2-']
226	bowl	bowl	NN1	['O2']
227	.	.	.	['PUNCT']
228	Pour	pour	VB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
229	breadcrumbs	breadcrumb	NN2	['F1']
230	into	into	II	['Z5']
231	another	another	DD1	['A6.1-', 'N5++']
232	shallow	shallow	JJ	['N3.7-', 'A11.1-', 'A5.4-/S1.2.1+', 'A4.2-']
233	bowl	bowl	NN1	['O2']
234	.	.	.	['PUNCT']
235	Beat	beat	VV0	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
236	eggs	egg	NN2	['L2', 'F1']
237	in	in	II	['Z5']
238	another	another	DD1	['A6.1-', 'N5++']
239	shallow	shallow	JJ	['N3.7-', 'A11.1-', 'A5.4-/S1.2.1+', 'A4.2-']
240	bowl	bowl	NN1	['O2']
241	.	.	.	['PUNCT']
242	Gently	gently	RR	['E3+']
243	press	press	VV0	['A1.1.1', 'X8+', 'S7.1+', 'E6-']
244	ball	ball	NN1	['O2/O4.4', 'K5.1', 'B1', 'K1']
245	into	into	II	['Z5']
246	flour	flour	NN1	['F1']
247	mixture	mixture	NN1	['O1.1', 'A6.3+']
248	to	to	TO	['Z5']
249	coat	coat	VVI	['A1.1.1/A10-']
250	;	;	;	['PUNCT']
251	shake	shake	VB	['M2', 'M1', 'E4.1-', 'E5-', 'A2.1+', 'A6.1+']
252	off	off	RP	['Z5', 'E2-']
253	the	the	AT	['Z5']
254	excess	excess	JJ	['N5.2+']
255	flour	flour	NN1	['F1']
256	.	.	.	['PUNCT']
257	Dip	Dip	VB	['T1.3']
258	ball	ball	NN1	['T1.3']
259	into	into	II	['Z5']
260	the	the	AT	['Z5']
261	beaten	beat	VBN	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
262	egg	egg	NN1	['L2', 'F1']
263	;	;	;	['PUNCT']
264	press	press	VV0	['Q4.2c', 'O2', 'A1.1.1', 'Q4.1/I2.1c']
265	ball	ball	NN1	['O2/O4.4', 'K5.1', 'B1', 'K1']
266	into	into	II	['Z5']
267	bread	bread	NN1	['F1']
268	crumbs	crumb	NN2	['F1']
269	.	.	.	['PUNCT']
270	Place	place	VB	['M7', 'H1', 'A1.2', 'P1']
271	breaded	bread	VBN	['F1', 'I1.1']
272	ball	ball	NN1	['O2/O4.4', 'K5.1', 'B1', 'K1']
273	onto	onto	II	['Z5']
274	a	a	AT1	['Z5']
275	plate	plate	NN1	['T1.3']
276	and	and	CC	['T1.3']
277	repeat	repeat	VV0	['T1.3']
278	breading	breading	VVG	['Z99']
279	process	process	NN1	['A1.1.1', 'X4.2']
280	with	with	IW	['Z5']
281	remaining	remain	VBG	['T2++', 'M8', 'N5.2+']
282	meat	meat	NN1	['F1', 'A4.2+']
283	balls	ball	NN2	['O2/O4.4', 'K5.1', 'B1', 'K1']
284	.	.	.	['PUNCT']
285	Working	work	VBG	['I3.1', 'A1.1.1', 'X9.2+', 'A2.1+', 'A2.2']
286	in	in	II	['Z5']
287	batches	batch	NN2	['N5']
288	,	,	,	['PUNCT']
289	cook	cook	VB	['F1']
290	boudin	boudin	NN1	['T1.3']
291	balls	ball	NN2	['T1.3']
292	in	in	II	['Z5']
293	preheated	preheat	JJ	['N4/O4.6+']
294	oil	oil	NN1	['O1.2', 'C1', 'C1/O1']
295	,	,	,	['PUNCT']
296	turning	turn	VBG	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
297	once	once	RR	['N6-', 'T1.1.1']
298	,	,	,	['PUNCT']
299	until	until	CS	['Z5']
300	crispy	crispy	JJ	['O4.5']
301	on	on	II	['Z5']
302	the	the	AT	['Z5']
