Index	Text	POS CLAWS
111	sauce	NN1
112	and	CC
113	syrup	VV0
114	into	II
115	butter	NN1
116	.	.
117	Add	VV0
118	brown	JJ
119	sugar	NN1
120	,	,
121	/	FO
122	tablespoons	NN2
123	garlic	NN1
124	powder	NN1
125	,	,
126	tablespoon	NN1
127	cumin	NN1
128	,	,
129	tablespoon	NN1
130	onion	NN1
131	powder	NN1
132	,	,
133	tablespoon	NN1
134	paprika	NN1
135	,	,
136	tablespoon	NN1
137	chili	NN1
138	powder	NN1
139	,	,
140	and	CC
141	/	FO
142	teaspoon	NN1
143	cayenne	NN1
144	pepper	NN1
145	;	;
146	whisk	VV0
147	until	CS
148	well-combined	JJ
149	and	CC
150	the	AT
151	sauce	NN1
152	is	VBZ
153	hot	JJ
154	,	,
155	to	II
156	minutes	NNT2
157	.	.
158	Remove	VV0
159	from	II
160	heat	NN1
161	.	.
162	Pour	VV0
163	flour	NN1
164	into	II
165	a	AT1
166	shallow	JJ
167	bowl	NN1
168	.	.
169	Gently	RR
170	press	VV0
171	the	AT
172	chicken	NN1
173	wings	NN2
174	into	II
175	the	AT
176	flour	NN1
177	to	TO
178	coat	VVI
179	and	CC
180	shake	VVI
181	off	RP
182	any	DD
183	excess	NN1
184	.	.
185	Working	VVG
186	in	II
187	batches	NN2
188	,	,
189	cook	VV0
190	wings	NN2
191	in	II
192	hot	JJ
193	oil	NN1
194	until	CS
195	the	AT
196	skin	NN1
197	is	VBZ
198	golden	JJ
199	and	CC
200	crispy	JJ
201	,	,
202	the	AT
203	meat	NN1
204	is	VBZ
205	no	RR21
206	longer	RR22
207	pink	JJ
208	at	II
209	the	AT
210	bone	NN1
211	and	CC
212	the	AT
213	juices	NN2
214	run	VV0
215	clear	JJ
216	,	,
217	to	II
218	minutes	NNT2
219	.	.
220	An	AT1
221	instant-read	JJ
222	thermometer	NN1
223	inserted	VVN
224	near	II
225	the	AT
226	bone	NN1
227	should	VM
228	read	VVI
229	degrees	NN2
230	F	ZZ1
231	(	(
232	degrees	NN2
233	C	ZZ1
234	)	)
235	.	.
236	Transfer	VV0
237	wings	NN2
238	to	II
239	a	AT1
240	plate	NN1
241	lined	VVN
242	with	IW
243	a	AT1
244	paper	NN1
245	towel	NN1
246	to	TO
247	drain	VVI
248	excess	JJ
249	oil	NN1
250	.	.
251	Dip	VV0
252	each	DD1
253	chicken	NN1
254	wing	NN1
255	in	II
256	the	AT
257	hot	JJ
258	sauce	NN1
259	mixture	NN1
260	and	CC
261	place	VV0
262	on	II
263	the	AT
264	prepared	JJ
265	baking	NN1
266	sheet	NN1
267	.	.
268	Bake	VV0
269	in	II
270	the	AT
271	preheated	JJ
272	oven	NN1
273	until	CS
274	sauce	NN1
275	starts	VVZ
276	to	TO
277	caramelize	VVI
278	,	,
279	about	II
280	minutes	NNT2
281	.	.

1	Beat	VV0
2	the	AT
3	cream	NN1
4	cheese	NN1
5	and	CC
6	Cheddar	NP1
7	cheese	NN1
8	together	RL
9	with	IW
10	an	AT1
11	electric	JJ
12	mixer	NN1
13	in	II
14	a	AT1
15	large	JJ
16	bowl	NN1
17	until	CS
18	light	JJ
19	and	CC
20	fluffy	JJ
21	.	.
22	Beat	VV0
23	in	II
24	the	AT
25	salad	NN1
26	dressing	VVG
27	,	,
28	garlic	NN1
29	salt	NN1
30	,	,
31	sugar	NN1
32	,	,
33	and	CC
34	pickle	NN1
35	juice	NN1
36	,	,
37	scraping	VVG
38	down	II
39	the	AT
40	sides	NN2
41	of	IO
42	the	AT
43	mixing	NN1
44	bowl	NN1
45	.	.
46	Stir	VV0
47	in	II
48	the	AT
49	pickle	NN1
50	relish	NN1
51	and	CC
52	pimentos	NN2
53	.	.
54	Refrigerate	VV0
55	for	IF
56	at	RR21
57	least	RR22
58	one	MC1
59	hour	NNT1
60	before	II
61	serving	VVG
62	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Gently	RR
12	blend	VV0
13	beef	NN1
14	,	,
15	breadcrumbs	NN2
16	,	,
17	egg	NN1
18	,	,
19	milk	NN1
20	,	,
21	onion	NN1
22	,	,
23	garlic	NN1
24	,	,
25	salt	NN1
26	and	CC
27	pepper	NN1
28	until	CS
29	evenly	RR
30	combined	VVN
31	.	.
32	Form	VV0
33	into	II
34	about	RG
35	bite-sized	JJ
36	meatballs	NN2
37	.	.
38	Place	VV0
39	meatballs	NN2
40	on	II
41	a	AT1
42	foil-lined	NN1
43	,	,
44	rimmed	VVD
45	baking	VVG
46	sheet	NN1
47	;	;
48	bake	VV0
49	for	IF
50	minutes	NNT2
51	or	CC
52	until	CS
53	cooked	VVN
54	all	DB
55	the	AT
56	way	NN1
57	through	RP
58	.	.
59	Combine	VV0
60	chili	NN1
61	sauce	NN1
62	and	CC
63	jelly	NN1
64	in	II
65	a	AT1
66	saucepan	NN1
67	set	VVD
68	over	RP
69	medium	JJ
70	heat	NN1
71	.	.
72	Cook	NP1
73	,	,
74	stirring	VVG
75	,	,
76	until	CS
77	jelly	NN1
78	dissolves	VVZ
79	,	,
80	about	II
81	minutes	NNT2
82	.	.
83	Add	VV0
84	cooked	JJ
85	meatballs	NN2
86	to	II
87	the	AT
88	sauce	NN1
89	;	;
90	reduce	VV0
91	heat	NN1
92	to	II
93	medium-low	JJ
94	and	CC
95	simmer	VV0
96	for	IF
97	minutes	NNT2
98	.	.
99	Makes	VVZ
100	servings	NN2
101	.	.

1	In	II
2	a	AT1
3	blender	NN1
4	or	CC
5	food	NN1
6	processor	NN1
7	,	,
8	blend	VV0
9	the	AT
10	cottage	NN1
11	cheese	NN1
12	,	,
13	beans	NN2
14	,	,
15	basil	NN1
16	,	,
17	tomatoes	NN2
18	,	,
19	garlic	NN1
20	,	,
21	salt	NN1
22	,	,
23	and	CC
24	pepper	NN1
25	until	CS
26	smooth	JJ
27	.	.

1	In	II
2	a	AT1
3	medium	JJ
4	bowl	NN1
5	,	,
6	mix	VV0
7	small	JJ
8	curd	NN1
9	cottage	NN1
10	cheese	NN1
11	,	,
12	sour	JJ
13	cream	NN1
14	,	,
15	blue	JJ
16	cheese	NN1
17	,	,
18	green	JJ
19	onions	NN2
20	and	CC
21	dill	VV0
22	weed	NN1
23	.	.
24	Cover	VV0
25	and	CC
26	chill	NN1
27	in	II
28	the	AT
29	refrigerator	NN1
30	hours	NNT2
31	,	,
32	or	CC
33	overnight	RT
34	,	,
35	before	II
36	serving	VVG
37	.	.

1	Heat	NN1
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	.	.
7	Combine	VV0
8	cheeses	NN2
9	and	CC
10	jalapenos	NN2
11	in	II
12	bowl	NN1
13	;	;
14	mix	VV0
15	well	RR
16	.	.
17	Place	VV0
18	cranberries	NN2
19	and	CC
20	sugar	NN1
21	in	II
22	another	DD1
23	bowl	NN1
24	;	;
25	toss	VV0
26	to	TO
27	coat	VVI
28	.	.
29	Gently	RR
30	stir	VV0
31	cranberries	NN2
32	into	II
33	cheese	NN1
34	mixture	NN1
35	.	.
36	Spread	VV0
37	mixture	NN1
38	into	II
39	quart	NNU1
40	casserole	NN1
41	dish	NN1
42	.	.
43	Bake	VV0
44	minutes	NNT2
45	or	CC
46	until	CS
47	bubbly	JJ
48	around	II
49	edges	NN2
50	.	.
51	Serve	VV0
52	with	IW
53	baguette	NN1
54	slices	NN2
55	,	,
56	if	CS
57	desired	VVN
58	.	.

1	RInse	VV0
2	oysters	NN2
3	and	CC
4	soak	VV0
5	in	II
6	fresh	JJ
7	water	NN1
8	.	.
9	Heat	NN1
10	deep-fryer	NN1
11	to	II
12	degrees	NN2
13	F	ZZ1
14	(	(
15	degrees	NN2
16	C	ZZ1
17	)	)
18	.	.
19	Combine	VV0
20	cornmeal	NN1
21	,	,
22	garlic	NN1
23	powder	NN1
24	,	,
25	Cajun	NP1
26	seasoning	NN1
27	,	,
28	black	JJ
29	pepper	NN1
30	and	CC
31	seasoned	JJ
32	salt	NN1
33	in	II
34	a	AT1
35	large	JJ
36	plastic	NN1
37	bag	NN1
38	.	.
39	Place	VV0
40	oysters	NN2
41	in	II
42	bag	NN1
43	and	CC
44	shake	VV0
45	until	CS
46	well	RR
47	coated	VVN
48	.	.
49	Cook	VV0
50	oysters	NN2
51	or	CC
52	at	II
53	a	AT1
54	time	NNT1
55	in	II
56	hot	JJ
57	oil	NN1
58	.	.
59	Oysters	NN2
60	will	VM
61	float	VVI
62	and	CC
63	be	VBI
64	golden	JJ
65	brown	JJ
66	when	CS
67	done	VDN
68	.	.
69	Drain	VV0
70	briefly	RR
71	and	CC
72	serve	VV0
73	warm	JJ
74	.	.

1	In	II
2	a	AT1
3	mixing	NN1
4	bowl	NN1
5	,	,
6	combine	VV0
7	sour	JJ
8	cream	NN1
9	,	,
10	mayonnaise	VV0
11	,	,
12	celery	NN1
13	salt	NN1
14	,	,
15	onion	NN1
16	flakes	NN2
17	,	,
18	garlic	NN1
19	salt	NN1
20	,	,
21	dill	VV0
22	weed	NN1
23	,	,
24	monosodium	NN1
25	glutamate	NN1
26	and	CC
27	parsley	NN1
28	flakes	NN2
29	.	.
30	Serve	VV0
31	immediately	RR
32	,	,
33	or	CC
34	chill	NN1
35	overnight	RT
36	to	TO
37	enjoy	VVI
38	the	AT
39	full	JJ
40	flavor	NN1
41	of	IO
42	the	AT
43	herbs	NN2
44	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	.	.
6	In	II
7	a	AT1
8	small	JJ
9	skillet	NN1
10	,	,
11	saute	VV0
12	garlic	NN1
13	in	II
14	oil	NN1
15	until	CS
16	soft	JJ
17	;	;
18	add	VV0
19	spinach	NN1
20	,	,
21	cream	NN1
22	cheese	NN1
23	and	CC
24	half	DB
25	and	CC
26	half	DB
27	.	.
28	Saute	VV0
29	,	,
30	stirring	VVG
31	,	,
32	until	CS
33	blended	VVN
34	,	,
35	about	II
36	minutes	NNT2
37	.	.
38	Stir	VV0
39	in	II
40	salt	NN1
41	,	,
42	pepper	NN1
43	and	CC
44	nutmeg	NN1
45	.	.
46	Spread	VV0
47	spinach	NN1
48	mixture	NN1
49	over	II
50	bottom	NN1
51	of	IO
52	inch	NNU1
53	pie	NN1
54	plate	NN1
55	or	CC
56	oven-proof	JJ
57	dish	NN1
58	.	.
59	Top	NN1
60	with	IW
61	oysters	NN2
62	;	;
63	sprinkle	VV0
64	on	II
65	cheese	NN1
66	and	CC
67	hot	JJ
68	sauce	NN1
69	.	.
70	Bake	VV0
71	for	IF
72	minutes	NNT2
73	.	.
74	If	CS
75	needed	VVN
76	,	,
77	briefly	RR
78	broil	VV0
79	to	II
80	brown	JJ
81	.	.

1	Preheat	VV0
2	the	AT
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Prick	VV0
13	the	AT
14	eggplant	NN1
15	several	DA2
16	times	NNT2
17	with	IW
18	a	AT1
19	fork	NN1
20	,	,
21	and	CC
22	remove	VV0
23	the	AT
24	leaves	NN2
25	.	.
26	Place	VV0
27	on	II
28	a	AT1
29	baking	NN1
30	sheet	NN1
31	.	.
32	Bake	VV0
33	for	IF
34	minutes	NNT2
35	in	II
36	the	AT
37	oven	NN1
38	,	,
39	turning	VVG
40	over	RG
41	once	RR
42	,	,
43	until	CS
44	tender	JJ
45	.	.
46	Remove	VV0
47	from	II
48	the	AT
49	oven	NN1
50	,	,
51	and	CC
52	slit	VV0
53	open	JJ
54	to	TO
55	cool	VVI
56	.	.
57	While	CS
58	the	AT
59	eggplant	NN1
60	are	VBR
61	still	RR
62	warm	JJ
63	,	,
64	remove	VV0
65	the	AT
66	stem	NN1
67	end	NN1
68	and	CC
69	peel	NN1
70	.	.
71	Cut	VV0
72	into	II
73	chunks	NN2
74	,	,
75	and	CC
76	place	VV0
77	them	PPHO2
78	in	II
79	the	AT
80	container	NN1
81	of	IO
82	a	AT1
83	blender	NN1
84	or	CC
85	food	NN1
86	processor	NN1
87	.	.
88	Process	VV0
89	until	CS
90	smooth	JJ
91	.	.
92	In	II
93	a	AT1
94	small	JJ
95	dish	NN1
96	,	,
97	combine	VV0
98	the	AT
99	garlic	NN1
100	,	,
101	ginger	NN1
102	,	,
103	green	JJ
104	onions	NN2
105	,	,
106	and	CC
107	red	JJ
108	pepper	NN1
109	flakes	NN2
110	.	.
111	In	II
112	a	AT1
113	separate	JJ
114	dish	NN1
115	,	,
116	stir	VV0
117	together	RL
118	the	AT
119	soy	JJ
120	sauce	NN1
121	,	,
122	brown	JJ
123	sugar	NN1
124	,	,
125	rice	NN1
126	vinegar	NN1
127	,	,
128	and	CC
129	hot	JJ
130	water	NN1
131	.	.
132	Heat	VV0
133	a	AT1
134	wok	NN1
135	over	II
136	high	JJ
137	heat	NN1
138	until	CS
139	hot	JJ
140	enough	RR
141	to	TO
142	evaporate	VVI
143	a	AT1
144	drop	NN1
145	of	IO
146	water	NN1
147	.	.
148	Pour	VV0
149	in	II
150	the	AT
151	peanut	NN1
152	oil	NN1
153	,	,
154	and	CC
155	swirl	VV0
156	to	TO
157	coat	VVI
158	the	AT
159	wok	NN1
160	.	.
161	When	CS
162	the	AT
163	oil	NN1
164	is	VBZ
165	hot	JJ
166	,	,
167	dump	VV0
168	in	II
169	the	AT
170	garlic	NN1
171	mixture	NN1
172	,	,
173	and	CC
174	stir-fry	JJ
175	for	IF
176	about	II
177	seconds	NNT2
178	.	.
179	Pour	VV0
180	in	II
181	the	AT
182	soy	JJ
183	sauce	NN1
184	mixture	NN1
185	,	,
186	and	CC
187	bring	VV0
188	to	II
189	a	AT1
190	simmer	VV0
191	.	.
192	Stir	VV0
193	in	II
194	the	AT
195	eggplant	NN1
196	puree	NN1
197	,	,
198	cooking	VVG
199	just	RR
200	until	CS
201	heated	VVN
202	through	RP
203	.	.
204	Remove	VV0
205	to	II
206	a	AT1
207	serving	NN1
208	dish	NN1
209	,	,
210	and	CC
211	stir	VV0
212	in	II
213	the	AT
214	sesame	NN1
215	oil	NN1
216	.	.
217	Allow	VV0
218	to	TO
219	cool	VVI
220	,	,
221	and	CC
222	serve	VVI
223	at	II
224	room	NN1
225	temperature	NN1
226	as	II
227	a	AT1
228	spread	NN1
229	for	IF
230	the	AT
231	bread	NN1
232	.	.

1	Preheat	VV0
2	grill	NN1
3	for	IF
4	medium	JJ
5	heat	NN1
6	and	CC
7	lightly	RR
8	oil	VV0
9	the	AT
10	grate	NN1
11	.	.
12	Slice	VV0
13	stems	NN2
14	from	II
15	jalapeno	NN1
16	peppers	NN2
17	,	,
18	cut	VV0
19	a	AT1
20	long	JJ
21	slit	NN1
22	into	II
23	the	AT
24	sides	NN2
25	,	,
26	and	CC
27	remove	VV0
28	seeds	NN2
29	from	II
30	peppers	NN2
31	.	.
32	Sprinkle	VV0
33	chicken	NN1
34	tenderloin	NN1
35	pieces	NN2
36	with	IW
37	seasoned	JJ
38	salt	NN1
39	and	CC
40	garlic	NN1
41	powder	NN1
42	.	.
43	Place	VV0
44	a	AT1
45	piece	NN1
46	of	IO
47	chicken	NN1
48	into	II
49	the	AT
50	hollow	NN1
51	of	IO
52	each	DD1
53	pepper	NN1
54	;	;
55	top	NN1
56	with	IW
57	an	AT1
58	onion	NN1
59	wedge	NN1
60	.	.
61	Wrap	VV0
62	pepper	NN1
63	completely	RR
64	in	II
65	bacon	NN1
66	and	CC
67	secure	VV0
68	with	IW
69	toothpicks	NN2
70	.	.
71	Repeat	VV0
72	with	IW
73	remaining	JJ
74	peppers	NN2
75	,	,
76	chicken	NN1
77	,	,
78	onion	NN1
79	,	,
80	and	CC
81	bacon	NN1
82	.	.
83	Grill	VV0
84	bacon-wrapped	JJ
85	peppers	NN2
86	on	II
87	the	AT
88	preheated	JJ
89	grill	NN1
90	until	CS
91	chicken	NN1
92	tenderloin	NN1
93	is	VBZ
94	no	RR21
95	longer	RR22
96	pink	JJ
97	,	,
98	the	AT
99	juices	NN2
100	run	VV0
101	clear	JJ
102	,	,
103	the	AT
104	pepper	NN1
105	is	VBZ
106	tender	JJ
107	,	,
108	and	CC
109	the	AT
110	bacon	NN1
111	is	VBZ
112	crisp	JJ
113	,	,
114	about	II
115	minutes	NNT2
116	.	.
117	Flip	VV0
118	peppers	NN2
119	occasionally	RR
120	during	II
121	cooking	NN1
122	.	.
123	An	AT1
124	instant-read	JJ
125	meat	NN1
126	thermometer	NN1
127	inserted	VVN
128	into	II
129	the	AT
130	chicken	NN1
131	in	II
132	a	AT1
133	pepper	NN1
134	should	VM
135	read	VVI
136	at	RR21
137	least	RR22
138	degrees	NN2
139	F	ZZ1
140	(	(
141	degrees	NN2
142	C	ZZ1
143	)	)
144	.	.

1	Combine	VV0
2	popcorn	NN1
3	and	CC
4	/	FO
5	cup	NN1
6	olive	NN1
7	oil	NN1
8	in	II
9	a	AT1
10	quart	NNU1
11	saucepan	NN1
12	;	;
13	cover	VV0
14	.	.
15	Cook	VV0
16	over	RP
17	high	JJ
18	heat	NN1
19	,	,
20	continuously	RR
21	shaking	VVG
22	the	AT
23	pan	NN1
24	,	,
25	until	CS
26	the	AT
27	popcorn	NN1
28	is	VBZ
29	popped	VVN
30	and	CC
31	the	AT
32	lid	NN1
33	begins	VVZ
34	to	TO
35	lift	VVI
36	from	II
37	the	AT
38	popcorn	NN1
39	,	,
40	about	II
41	minutes	NNT2
42	.	.
43	Pour	VV0
44	popcorn	NN1
45	into	II
46	a	AT1
47	large	JJ
48	bowl	NN1
49	.	.
50	Mix	VV0
51	tablespoons	NN2
52	olive	JJ
53	oil	NN1
54	,	,
55	Italian	JJ
56	seasoning	NN1
57	,	,
58	and	CC
59	garlic	NN1
60	salt	NN1
61	into	II
62	popcorn	NN1
63	;	;
64	toss	VV0
65	to	TO
66	coat	VVI
67	.	.
68	Add	VV0
69	Parmesan	JJ
70	cheese	NN1
71	and	CC
72	mix	VV0
73	well	RR
74	.	.

1	Bring	VV0
2	water	NN1
3	and	CC
4	quinoa	NN1
5	to	II
6	a	AT1
7	boil	NN1
8	in	II
9	a	AT1
10	saucepan	NN1
11	.	.
12	Reduce	VV0
13	heat	NN1
14	to	II
15	medium-low	JJ
16	,	,
17	cover	VV0
18	,	,
19	and	CC
20	simmer	VV0
21	until	CS
22	quinoa	NN1
23	is	VBZ
24	tender	JJ
25	and	CC
26	water	NN1
27	has	VHZ
28	been	VBN
29	absorbed	VVN
30	,	,
31	to	II
32	minutes	NNT2
33	.	.
34	Preheat	VV0
35	oven	NN1
36	to	II
37	degrees	NN2
38	F	ZZ1
39	(	(
40	degrees	NN2
41	C	ZZ1
42	)	)
43	.	.
44	Spray	VV0
45	a	AT1
46	baking	NN1
47	sheet	NN1
48	with	IW
49	olive	JJ
50	oil	NN1
51	cooking	NN1
52	spray	NN1
53	.	.
54	Stir	VV0
55	quinoa	NN1
56	,	,
57	spinach	NN1
58	,	,
59	bread	NN1
60	crumbs	NN2
61	,	,
62	eggs	NN2
63	,	,
64	and	CC
65	Colby	NP1
66	cheese	NN1
67	together	RL
68	in	II
69	a	AT1
70	bowl	NN1
71	.	.
72	Drop	VV0
73	spoonfuls	NN2
74	of	IO
75	the	AT
76	quinoa	NN1
77	mixture	NN1
78	onto	II
79	the	AT
80	prepared	JJ
81	baking	NN1
82	sheets	NN2
83	and	CC
84	press	VV0
85	to	II
86	desired	JJ
87	thickness	NN1
88	.	.
89	Bake	VV0
90	in	II
91	the	AT
92	preheated	JJ
93	oven	NN1
94	until	CS
95	the	AT
96	bottoms	NN2
97	of	IO
98	the	AT
99	patties	NN2
100	are	VBR
101	golden	JJ
102	,	,
103	about	II
104	minutes	NNT2
105	.	.
106	Flip	VV0
107	patties	NN2
108	and	CC
109	bake	VV0
110	until	CS
111	golden	JJ
112	,	,
113	about	II
114	minutes	NNT2
115	more	RRR
116	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Mix	VV0
12	cream	NN1
13	cheese	NN1
14	,	,
15	sour	JJ
16	cream	NN1
17	,	,
18	canned	JJ
19	jalapeno	NN1
20	peppers	NN2
21	with	IW
22	juice	NN1
23	,	,
24	green	JJ
25	chiles	NN2
26	,	,
27	diced	VVD
28	jalapeno	NN1
29	pepper	NN1
30	,	,
31	cilantro	NN1
32	,	,
33	and	CC
34	ranch	NN1
35	dressing	VVG
36	mix	NN1
37	together	RL
38	in	II
39	a	AT1
40	bowl	NN1
41	until	CS
42	smooth	JJ
43	.	.
44	Add	VV0
45	about	RG
46	half	DB
47	the	AT
48	Cheddar	NP1
49	cheese	NN1
50	and	CC
51	half	DB
52	the	AT
53	Parmesan	JJ
54	cheese	NN1
55	;	;
56	stir	VV0
57	.	.
58	Spread	VV0
59	the	AT
60	cheese	NN1
61	mixture	NN1
62	into	II
63	a	AT1
64	baking	NN1
65	dish	NN1
66	.	.
67	Arrange	VV0
68	jalapeno	NN1
69	slices	NN2
70	atop	II
71	the	AT
72	cheese	NN1
73	mixture	NN1
74	;	;
75	top	NN1
76	with	IW
77	remaining	JJ
78	Cheddar	NP1
79	and	CC
80	Parmesan	JJ
81	cheeses	NN2
82	.	.
83	Cover	VV0
84	baking	VVG
85	dish	NN1
86	with	IW
87	aluminum	NN1
88	foil	NN1
89	.	.
90	Bake	VV0
91	in	II
92	preheated	JJ
93	oven	NN1
94	until	CS
95	top	NN1
96	is	VBZ
97	warm	JJ
98	and	CC
99	bubbling	JJ
100	,	,
101	about	II
102	minutes	NNT2
103	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Grease	VV0
12	a	AT1
13	baking	NN1
14	sheet	NN1
15	or	CC
16	pizza	NN1
17	pan	NN1
18	with	IW
19	olive	JJ
20	oil	NN1
21	.	.
22	Slice	VV0
23	the	AT
24	eggplant	NN1
25	into	II
26	round	JJ
27	slices	NN2
28	,	,
29	each	DD1
30	/	FO
31	to	II
32	/	FO
33	inch	NNU1
34	thick	JJ
35	.	.
36	Trim	VV0
37	the	AT
38	skin	NN1
39	,	,
40	maintaining	VVG
41	the	AT
42	round	JJ
43	shape	NN1
44	of	IO
45	the	AT
46	slices	NN2
47	.	.
48	In	II
49	a	AT1
50	small	JJ
51	bowl	NN1
52	,	,
53	whip	VV0
54	together	RL
55	the	AT
56	egg	NN1
57	and	CC
58	water	NN1
59	.	.
60	Place	VV0
61	the	AT
62	breadcrumbs	NN2
63	in	II
64	a	AT1
65	separate	JJ
66	small	JJ
67	bowl	NN1
68	.	.
69	Dip	VV0
70	the	AT
71	eggplant	NN1
72	slices	VVZ
73	one	PN1
74	at	II
75	a	AT1
76	time	NNT1
77	into	II
78	the	AT
79	egg	NN1
80	and	CC
81	water	NN1
82	mixture	NN1
83	,	,
84	then	RT
85	into	II
86	the	AT
87	breadcrumbs	NN2
88	.	.
89	One	MC1
90	by	II
91	one	MC1
92	,	,
93	place	VV0
94	the	AT
95	coated	JJ
96	slices	NN2
97	in	II
98	a	AT1
99	single	JJ
100	layer	NN1
101	on	II
102	the	AT
103	prepared	JJ
104	baking	NN1
105	sheet	NN1
106	or	CC
107	pizza	NN1
108	pan	NN1
109	.	.
110	Top	VV0
111	the	AT
112	slices	NN2
113	with	IW
114	equal	JJ
115	amounts	NN2
116	of	IO
117	tomato	NN1
118	,	,
119	Parmesan	JJ
120	cheese	NN1
121	and	CC
122	Italian-style	JJ
123	salad	NN1
124	dressing	VVG
125	.	.
126	Bake	VV0
127	in	II
128	the	AT
129	preheated	JJ
130	oven	NN1
131	approximately	RR
132	minutes	NNT2
133	.	.
134	Change	VV0
135	oven	NN1
136	setting	VVG
137	to	TO
138	broil	VVI
139	,	,
140	and	CC
141	continue	VVI
142	cooking	VVG
143	to	II
144	minutes	NNT2
145	.	.
146	Check	VV0
147	the	AT
148	slices	NN2
149	frequently	RR
150	while	CS
151	broiling	VVG
152	to	TO
153	avoid	VVI
154	burning	JJ
155	.	.

1	Stir	VV0
2	the	AT
3	sour	JJ
4	cream	NN1
5	,	,
6	ketchup	NN1
7	,	,
8	Worcestershire	NP1
9	sauce	NN1
10	,	,
11	and	CC
12	white	JJ
13	onion	NN1
14	together	RL
15	in	II
16	a	AT1
17	bowl	NN1
18	until	CS
19	smooth	JJ
20	.	.
21	Refrigerate	JJ
22	hours	NNT2
23	before	II
24	serving	VVG
25	.	.

1	Preheat	VV0
2	an	AT1
3	oven	NN1
4	to	II
5	degrees	NN2
6	F	ZZ1
7	(	(
8	degrees	NN2
9	C	ZZ1
10	)	)
11	.	.
12	Lightly	RR
13	grease	VV0
14	a	AT1
15	inch	NNU1
16	square	JJ
17	baking	NN1
18	dish	NN1
19	.	.
20	Grind	VV0
21	the	AT
22	almonds	NN2
23	,	,
24	sesame	VV0
25	seeds	NN2
26	,	,
27	sunflower	VV0
28	seeds	NN2
29	,	,
30	and	CC
31	oats	NN1
32	in	II
33	a	AT1
34	food	NN1
35	processor	NN1
36	until	CS
37	they	PPHS2
38	resemble	VV0
39	a	AT1
40	coarse	JJ
41	meal	NN1
42	.	.
43	Stir	VV0
44	the	AT
45	ground	NN1
46	mixture	NN1
47	in	II
48	a	AT1
49	bowl	NN1
50	with	IW
51	the	AT
52	cranberries	NN2
53	,	,
54	blueberries	NN2
55	,	,
56	maple	NN1
57	syrup	NN1
58	,	,
59	and	CC
60	cinnamon	NN1
61	until	CS
62	evenly	RR
63	combined	VVN
64	.	.
65	Moisten	VV0
66	your	APPGE
67	hands	NN2
68	with	IW
69	water	NN1
70	and	CC
71	press	VV0
72	the	AT
73	mixture	NN1
74	into	II
75	the	AT
76	prepared	JJ
77	pan	NN1
78	.	.
79	Bake	VV0
80	in	II
81	the	AT
82	preheated	JJ
83	oven	NN1
84	until	CS
85	toasted	VVN
86	,	,
87	about	II
88	hour	NNT1
89	until	CS
90	toasted	VVN
91	.	.
92	Cool	VV0
93	completely	RR
94	in	II
95	the	AT
96	baking	NN1
97	dish	NN1
98	.	.
99	Cut	VV0
100	into	II
101	bars	NN2
102	.	.
103	Store	NN1
104	in	II
105	an	AT1
106	airtight	JJ
107	container	NN1
108	at	II
109	room	NN1
110	temperature	NN1
111	up	II21
112	to	II22
113	week	NNT1
114	.	.

1	Heat	NN1
2	vegetable	NN1
3	oil	NN1
4	in	II
5	a	AT1
6	skillet	NN1
7	over	II
8	medium	JJ
9	heat	NN1
10	.	.
11	Place	VV0
12	cornmeal	NN1
13	in	II
14	a	AT1
15	bowl	NN1
16	;	;
17	dip	VV0
18	and	CC
19	coat	VV0
20	each	DD1
21	tomato	NN1
22	slice	NN1
23	until	CS
24	thoroughly	RR
25	coated	VVN
26	.	.
27	Place	VV0
28	coated	JJ
29	tomato	NN1
30	slices	NN2
31	side	NN1
32	by	II
33	side	NN1
34	in	II
35	the	AT
36	hot	JJ
37	oil	NN1
38	;	;
39	fry	VV0
40	until	CS
41	coating	NN1
42	is	VBZ
43	browned	VVN
44	and	CC
45	crusty	JJ
46	,	,
47	to	II
48	minutes	NNT2
49	per	II
50	side	NN1
51	.	.
52	Remove	VV0
53	with	IW
54	a	AT1
55	slotted	VVN
56	spoon	NN1
57	and	CC
58	transfer	VV0
59	to	II
60	a	AT1
61	paper	NN1
62	towel-lined	NN1
63	plate	NN1
64	to	TO
65	drain	VVI
66	.	.
67	Season	NNT1
68	with	IW
69	salt	NN1
70	and	CC
71	black	JJ
72	pepper	NN1
73	.	.
74	Repeat	VV0
75	with	IW
76	remaining	JJ
