Index	Text	Lemma	POS	USAS Tags
28	sink	sink	NOUN	['B4/H5']
29	or	or	CCONJ	['Z5']
30	bowl	bowl	VERB	['K5.1', 'M2']
31	to	to	PART	['Z5']
32	catch	catch	VERB	['A9+', 'A1.7+', 'G2.1', 'A10+', 'T2-', 'A1.1.1', 'X3', 'T4', 'M3']
33	the	the	DET	['Z5']
34	liquid	liquid	NOUN	['O1.2']
35	that	that	PRON	['A13.3', 'A6.1+']
36	drains	drain	VERB	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
37	off	off	ADP	['Z5', 'E2-']
38	.	.	PUNCT	['PUNCT']
39	Leave	leave	VERB	['M1', 'M2', 'A1.1.1', 'A1.9', 'A9-', 'T2-']
40	to	to	PART	['Z5']
41	drain	drain	VERB	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
42	for	for	ADP	['Z5']
43	hours	hour	NOUN	['T1.3']
44	.	.	PUNCT	['PUNCT']
45	After	after	ADP	['Z5']
46	draining	drain	VERB	['M2/N5.1-', 'M1', 'O4.5', 'A10-', 'B2-']
47	for	for	ADP	['Z5']
48	the	the	DET	['Z5']
49	hours	hour	NOUN	['T1.3']
50	,	,	PUNCT	['PUNCT']
51	transfer	transfer	VERB	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5']
52	the	the	DET	['Z5']
53	resulting	result	VERB	['A2.2']
54	cheese	cheese	NOUN	['F1']
55	to	to	ADP	['Z5']
56	a	a	DET	['Z5']
57	bowl	bowl	NOUN	['O2']
58	.	.	PUNCT	['PUNCT']
59	Stir	stir	VERB	['A1.1.1', 'M1']
60	in	in	ADP	['Z5']
61	the	the	DET	['Z5']
62	olive	olive	NOUN	['F1']
63	oil	oil	NOUN	['F1']
64	.	.	PUNCT	['PUNCT']
65	Store	store	NOUN	['I2.2/H1c', 'A9+', 'A9+/H1']
66	in	in	ADP	['Z5']
67	a	a	DET	['Z5']
68	covered	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
69	container	container	NOUN	['O2']
70	in	in	ADP	['Z5']
71	the	the	DET	['Z5']
72	refrigerator	refrigerator	NOUN	['O4.6-/O3']
73	.	.	PUNCT	['PUNCT']

1	In	in	ADP	['Z5']
2	a	a	DET	['Z5']
3	medium	medium	ADJ	['N3.2', 'N3.1']
4	bowl	bowl	NOUN	['O2']
5	,	,	PUNCT	['PUNCT']
6	beat	beat	VERB	['X9.2+/S7.3', 'X9.2+/G3', 'S7.1+', 'E3-', 'A1.1.1', 'A5.1++', 'B1']
7	together	together	ADP	['S5+', 'T1.1.2', 'M6']
8	cream	cream	NOUN	['F1']
9	cheese	cheese	NOUN	['F1']
10	,	,	PUNCT	['PUNCT']
11	green	green	ADJ	['O4.3', 'W5', 'L3', 'X9.1-']
12	onion	onion	NOUN	['F1']
13	,	,	PUNCT	['PUNCT']
14	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
15	juice	juice	NOUN	['F2', 'O1.2']
16	,	,	PUNCT	['PUNCT']
17	horseradish	horseradish	NOUN	['Z99']
18	,	,	PUNCT	['PUNCT']
19	and	and	CCONJ	['Z5']
20	cayenne	cayenne	NOUN	['Z99']
21	.	.	PUNCT	['PUNCT']
22	Fold	fold	VERB	['A1.1.1', 'T2-']
23	in	in	ADP	['Z5']
24	salmon	salmon	NOUN	['F1', 'L2mfnc']
25	until	until	ADP	['Z5']
26	well	well	ADV	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
27	blended	blended	ADJ	['A2.1+']
28	.	.	PUNCT	['PUNCT']
29	Cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
30	,	,	PUNCT	['PUNCT']
31	and	and	CCONJ	['Z5']
32	chill	chill	NOUN	['O4.6-', 'B2-']
33	in	in	ADP	['Z5']
34	the	the	DET	['Z5']
35	refrigerator	refrigerator	NOUN	['O4.6-/O3']
36	at	at	ADP	['Z5']
37	least	least	ADJ	['N5.1-', 'A11.1---']
38	hours	hour	NOUN	['T1.3']
39	.	.	PUNCT	['PUNCT']
40	Shape	shape	VERB	['O4.4', 'A2.2']
41	the	the	DET	['Z5']
42	cream	cream	NOUN	['F1']
43	cheese	cheese	NOUN	['F1']
44	and	and	CCONJ	['Z5']
45	salmon	salmon	NOUN	['F1', 'L2mfnc']
46	mixture	mixture	NOUN	['O1.1', 'A6.3+']
47	into	into	ADP	['Z5']
48	a	a	DET	['Z5']
49	log	log	NOUN	['O2', 'Q1.2', 'N2']
50	,	,	PUNCT	['PUNCT']
51	approximately	approximately	ADV	['A13.4']
52	inches	inch	NOUN	['N3.7']
53	long	long	ADJ	['N3.7+', 'T1.3+', 'N3.3+', 'N3.2+']
54	.	.	PUNCT	['PUNCT']
55	Roll	roll	NOUN	['O2', 'F1', 'Q1.2', 'M1']
56	log	log	NOUN	['O2', 'Q1.2', 'N2']
57	in	in	ADP	['Z5']
58	pecans	pecan	NOUN	['T1.3']
59	and	and	CCONJ	['T1.3']
60	parsley	parsley	NOUN	['T1.3']
61	to	to	ADP	['Z5']
62	coat	coat	VERB	['A1.1.1/A10-']
63	.	.	PUNCT	['PUNCT']
64	Refrigerate	refrigerate	NOUN	['Z99']
65	until	until	ADP	['Z5']
66	serving	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
67	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Line	line	VERB	['A1.1.1']
12	a	a	DET	['Z5']
13	baking	bake	VERB	['F1/O2']
14	sheet	sheet	NOUN	['F1/O2']
15	with	with	ADP	['Z5']
16	a	a	DET	['Z5']
17	silicone	silicone	NOUN	['O1']
18	baking	bake	VERB	['O4.6+', 'F1']
19	mat	mat	NOUN	['H5', 'O2']
20	.	.	PUNCT	['PUNCT']
21	Stir	stir	VERB	['A1.1.1', 'M1']
22	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
23	,	,	PUNCT	['PUNCT']
24	butter	butter	NOUN	['F1']
25	,	,	PUNCT	['PUNCT']
26	and	and	CCONJ	['Z5']
27	salt	salt	VERB	['F1']
28	together	together	ADV	['S5+', 'T1.1.2', 'M6']
29	in	in	ADP	['Z5']
30	a	a	DET	['Z5']
31	pot	pot	NOUN	['O2', 'O1.1', 'I1.1', 'F3']
32	;	;	PUNCT	['PUNCT']
33	bring	bring	VERB	['M2', 'A2.2']
34	to	to	ADP	['Z5']
35	a	a	DET	['Z5']
36	simmer	simmer	NOUN	['F1']
37	.	.	PUNCT	['PUNCT']
38	Reduce	reduce	VERB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
39	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
40	to	to	ADP	['Z5']
41	medium	medium	ADJ	['N3.2', 'N3.1']
42	and	and	CCONJ	['Z5']
43	whisk	whisk	ADJ	['M2', 'A1.1.1']
44	flour	flour	NOUN	['F1']
45	into	into	ADP	['Z5']
46	butter	butter	NOUN	['F1']
47	mixture	mixture	NOUN	['O1.1', 'A6.3+']
48	until	until	ADP	['Z5']
49	a	a	DET	['Z5']
50	paste	paste	NOUN	['O1.1']
51	-	-	PUNCT	['PUNCT']
52	like	like	ADJ	['A6.1+']
53	dough	dough	NOUN	['F1', 'I1']
54	forms	form	NOUN	['A4.1', 'O4.4', 'Q1.2', 'O4.1', 'P1@', 'H5@', 'K5.1@', 'G2.1-@', 'B1@']
55	,	,	PUNCT	['PUNCT']
56	to	to	ADP	['Z5']
57	minutes	minute	NOUN	['T1.3', 'Q1.2']
58	.	.	PUNCT	['PUNCT']
59	Transfer	transfer	NOUN	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
60	dough	dough	NOUN	['F1', 'I1']
61	to	to	ADP	['Z5']
62	a	a	DET	['Z5']
63	bowl	bowl	NOUN	['O2']
64	to	to	PART	['Z5']
65	cool	cool	VERB	['O4.6-/A2.1', 'X5.2-/A2.1']
66	until	until	ADP	['Z5']
67	warm	warm	ADJ	['O4.6+', 'O4.2+', 'S1.2.1+']
68	,	,	PUNCT	['PUNCT']
69	to	to	ADP	['Z5']
70	minutes	minute	NOUN	['T1.3', 'Q1.2']
71	.	.	PUNCT	['PUNCT']
72	Whisk	whisk	NOUN	['O2']
73	egg	egg	NOUN	['L2', 'F1']
74	,	,	PUNCT	['PUNCT']
75	thyme	thyme	NOUN	['L3', 'F1']
76	,	,	PUNCT	['PUNCT']
77	and	and	CCONJ	['Z5']
78	black	black	ADJ	['F1']
79	pepper	pepper	NOUN	['F1']
80	into	into	ADP	['Z5']
81	cooled	cool	VERB	['O4.6-/A2.1', 'X5.2-/A2.1']
82	dough	dough	NOUN	['F1', 'I1']
83	until	until	ADP	['Z5']
84	egg	egg	NOUN	['L2', 'F1']
85	is	be	AUX	['A3+', 'Z5']
86	completely	completely	ADV	['A13.2']
87	incorporated	incorporate	VERB	['A1.8+', 'S5+']
88	.	.	PUNCT	['PUNCT']
89	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
90	remaining	remain	VERB	['T2++', 'M8', 'N5.2+']
91	egg	egg	NOUN	['T1.3']
92	and	and	CCONJ	['T1.3']
93	whisk	whisk	NOUN	['T1.3']
94	until	until	ADP	['Z5']
95	completely	completely	ADV	['A13.2']
96	incorporated	incorporate	VERB	['A1.8+', 'S5+']
97	into	into	ADP	['Z5']
98	dough	dough	NOUN	['F1', 'I1']
99	.	.	PUNCT	['PUNCT']
100	Stir	stir	VERB	['A1.1.1', 'M1']
101	/	/	PUNCT	['PUNCT']
102	the	the	DET	['Z5']
103	cheese	cheese	NOUN	['F1']
104	into	into	ADP	['Z5']
105	dough	dough	NOUN	['F1', 'I1']
106	until	until	ADP	['Z5']
107	combined	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
108	.	.	PUNCT	['PUNCT']
109	Scoop	scoop	NOUN	['O2', 'N5', 'Q4.2']
110	inch	inch	NOUN	['N3.7']
111	balls	ball	NOUN	['O2/O4.4', 'K5.1', 'B1', 'K1']
112	of	of	ADP	['Z5']
113	dough	dough	NOUN	['F1', 'I1']
114	onto	onto	ADP	['Z5']
115	prepared	prepared	ADJ	['X7+', 'O4.1']
116	baking	baking	NOUN	['F1/O2']
117	sheet	sheet	NOUN	['F1/O2']
118	.	.	PUNCT	['PUNCT']
119	Top	top	VERB	['A11.1++', 'N5++', 'A5.1++', 'A1.1.1', 'L1-']
120	each	each	DET	['N5.1+']
121	with	with	ADP	['Z5']
122	remaining	remain	VERB	['T2++', 'M8', 'N5.2+']
123	cheese	cheese	NOUN	['F1']
124	.	.	PUNCT	['PUNCT']
125	Bake	Bake	PROPN	['F1', 'O4.6']
126	in	in	ADP	['Z5']
127	the	the	DET	['Z5']
128	preheated	preheated	ADJ	['N4/O4.6+']
129	oven	oven	ADV	['O2/F1']
130	until	until	ADP	['Z5']
131	golden	golden	ADJ	['O4.3', 'A11.1+', 'A5.1+']
132	and	and	CCONJ	['Z5']
133	puffed	puff	VERB	['B2-', 'B1/A12-']
134	,	,	PUNCT	['PUNCT']
135	to	to	ADP	['Z5']
136	minutes	minute	NOUN	['T1.3', 'Q1.2']
137	.	.	PUNCT	['PUNCT']

1	Preheat	preheat	NOUN	['Z99']
2	oven	oven	VERB	['O2/F1']
3	to	to	PART	['Z5']
4	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	PROPN	['Z5']
6	(	(	PUNCT	['PUNCT']
7	degrees	degree	NOUN	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	PROPN	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	PUNCT	['PUNCT']
10	.	.	PUNCT	['PUNCT']
11	Line	line	NOUN	['O4.4', 'A4.1', 'Q1.3', 'X4.2', 'Q3', 'Q1.2', 'Q2.1/K4', 'S4', 'S7.1', 'A1.7+', 'A6.1-', 'I3.1', 'M4@c', 'G3@', 'K5.1@']
12	baking	bake	VERB	['F1/O2']
13	sheet	sheet	NOUN	['F1/O2']
14	with	with	ADP	['Z5']
15	foil	foil	NOUN	['O1.1', 'S8-', 'G3']
16	brushed	brush	VERB	['B4', 'A1.1.1']
17	with	with	ADP	['Z5']
18	vegetable	vegetable	NOUN	['F1', 'X9.1-/S2mf']
19	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
20	or	or	CCONJ	['Z5']
21	a	a	DET	['Z5']
22	silicone	silicone	NOUN	['O1']
23	baking	bake	VERB	['O4.6+', 'F1']
24	mat	mat	NOUN	['H5', 'O2']
25	.	.	PUNCT	['PUNCT']
26	Heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
27	teaspoon	teaspoon	NOUN	['O2', 'N5']
28	vegetable	vegetable	NOUN	['F1', 'X9.1-/S2mf']
29	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
30	in	in	ADP	['Z5']
31	a	a	DET	['Z5']
32	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
33	saucepan	saucepan	NOUN	['O2']
34	.	.	PUNCT	['PUNCT']
35	Add	add	NOUN	['N5+/A2.1', 'N2', 'A1.8+']
36	popcorn	popcorn	NOUN	['F1']
37	;	;	PUNCT	['PUNCT']
38	cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
39	and	and	CCONJ	['Z5']
40	cook	cook	VERB	['F1']
41	,	,	PUNCT	['PUNCT']
42	shaking	shake	VERB	['M2', 'M1', 'E4.1-', 'E5-', 'A2.1+', 'A6.1+']
43	often	often	ADV	['N6+']
44	,	,	PUNCT	['PUNCT']
45	until	until	ADP	['Z5']
46	fully	fully	ADV	['A13.2', 'N5.1+']
47	popped	pop	VERB	['X3.2', 'M1']
48	,	,	PUNCT	['PUNCT']
49	about	about	ADP	['Z5']
50	minutes	minute	NOUN	['T1.3', 'Q1.2']
51	.	.	PUNCT	['PUNCT']
52	Transfer	transfer	NOUN	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
53	popcorn	popcorn	NOUN	['F1']
54	to	to	ADP	['Z5']
55	a	a	DET	['Z5']
56	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
57	bowl	bowl	NOUN	['O2']
58	using	use	VERB	['A1.5.1', 'S7.1+']
59	a	a	DET	['Z5']
60	strainer	strainer	NOUN	['O2']
61	or	or	CCONJ	['Z5']
62	your	your	PRON	['Z8']
63	hands	hand	NOUN	['B1', 'O2', 'S8+', 'K5.2', 'I3.1/S2mf', 'X9.1+/S2mf']
64	,	,	PUNCT	['PUNCT']
65	leaving	leave	VERB	['M1', 'M2', 'A1.1.1', 'A1.9', 'A9-', 'T2-']
66	unpopped	unpopped	ADJ	['Z99']
67	kernels	kernel	NOUN	['L3', 'A11.1+++']
68	in	in	ADP	['Z5']
69	the	the	DET	['Z5']
70	pan	pan	NOUN	['O2']
71	.	.	PUNCT	['PUNCT']
72	Stir	stir	VERB	['A1.1.1', 'M1']
73	chopped	chop	VERB	['A1.1.1', 'N5-/A2.1']
74	peanuts	peanut	NOUN	['F1', 'I1.1/N5--']
75	into	into	ADP	['Z5']
76	popcorn	popcorn	NOUN	['F1']
77	.	.	PUNCT	['PUNCT']
78	Combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
79	brown	brown	ADJ	['F1']
80	sugar	sugar	NOUN	['F1']
81	,	,	PUNCT	['PUNCT']
82	/	/	SYM	['Z99']
83	cup	cup	PROPN	['T1.3']
84	vegetable	vegetable	NOUN	['T1.3']
85	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
86	,	,	PUNCT	['PUNCT']
87	and	and	CCONJ	['Z5']
88	corn	corn	NOUN	['F1', 'B2-']
89	syrup	syrup	NOUN	['O1.2']
90	in	in	ADP	['Z5']
91	a	a	DET	['Z5']
92	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
93	saucepan	saucepan	NOUN	['O2']
94	over	over	ADP	['Z5']
95	medium	medium	ADJ	['N3.2', 'N3.1']
96	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
97	.	.	PUNCT	['PUNCT']
98	Add	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
99	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
100	juice	juice	NOUN	['T1.3']
101	and	and	CCONJ	['T1.3']
102	fish	fish	NOUN	['T1.3']
103	sauce	sauce	NOUN	['F1', 'S1.2.4-']
104	.	.	PUNCT	['PUNCT']
105	Bring	bring	VERB	['M2', 'A2.2']
106	to	to	ADP	['Z5']
107	a	a	DET	['Z5']
108	boil	boil	NOUN	['T1.3']
109	and	and	CCONJ	['T1.3']
110	cook	cook	NOUN	['T1.3']
111	,	,	PUNCT	['PUNCT']
112	stirring	stir	VERB	['A1.1.1', 'M1']
113	occasionally	occasionally	ADV	['N6-']
114	,	,	PUNCT	['PUNCT']
115	until	until	ADP	['Z5']
116	thick	thick	ADJ	['N3.7+', 'N3.2+', 'N5+', 'X9.1-', 'O4.5', 'A10-', 'A11.2+', 'O4.3@', 'O4.2-@']
117	,	,	PUNCT	['PUNCT']
118	about	about	ADP	['Z5']
119	minutes	minute	NOUN	['T1.3', 'Q1.2']
120	.	.	PUNCT	['PUNCT']
121	Remove	remove	VERB	['M2']
122	from	from	ADP	['Z5']
123	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
124	and	and	CCONJ	['Z5']
125	quickly	quickly	ADV	['N3.8+']
126	stir	stir	VERB	['A1.1.1', 'M1']
127	in	in	ADP	['Z5']
128	sambal	sambal	ADJ	['Z99']
129	oelek	oelek	NOUN	['Z99']
130	,	,	PUNCT	['PUNCT']
131	lime	lime	NOUN	['F1', 'O4.3', 'O1.1', 'L3']
132	zest	zest	NOUN	['X5.2+', 'F1']
133	,	,	PUNCT	['PUNCT']
134	and	and	CCONJ	['Z5']
135	baking	bake	VERB	['F1']
136	soda	soda	NOUN	['F1']
137	.	.	PUNCT	['PUNCT']
138	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
139	brown	brown	ADJ	['F1']
140	sugar	sugar	NOUN	['F1']
141	mixture	mixture	NOUN	['O1.1', 'A6.3+']
142	over	over	ADP	['Z5']
143	popcorn	popcorn	NOUN	['F1']
144	,	,	PUNCT	['PUNCT']
145	stirring	stir	VERB	['A1.1.1', 'M1']
146	to	to	ADP	['Z5']
147	coat	coat	NOUN	['B5', 'O2']
148	.	.	PUNCT	['PUNCT']
149	Spread	spread	NOUN	['F1', 'N3.6', 'N3.3', 'N5+/A2.1', 'A6.3+', 'Q4.2']
150	popcorn	popcorn	VERB	['F1']
151	out	out	ADP	['Z5']
152	on	on	ADP	['Z5']
153	the	the	DET	['Z5']
154	prepared	prepared	ADJ	['X7+', 'O4.1']
155	baking	baking	NOUN	['F1/O2']
156	sheet	sheet	NOUN	['F1/O2']
157	.	.	PUNCT	['PUNCT']
158	Bake	Bake	PROPN	['F1', 'O4.6']
159	in	in	ADP	['Z5']
160	the	the	DET	['Z5']
161	preheated	preheated	ADJ	['N4/O4.6+']
162	oven	oven	NOUN	['O2/F1']
163	,	,	PUNCT	['PUNCT']
164	tossing	toss	VERB	['M2', 'F1', 'M1']
165	every	every	DET	['N5.1+']
166	to	to	ADP	['Z5']
167	minutes	minute	NOUN	['T1.3', 'Q1.2']
168	,	,	PUNCT	['PUNCT']
169	until	until	ADP	['Z5']
170	browned	brown	VERB	['O4.3']
171	and	and	CCONJ	['Z5']
172	sticky	sticky	ADJ	['O4.5', 'A12-']
173	,	,	PUNCT	['PUNCT']
174	about	about	ADP	['Z5']
175	minutes	minute	NOUN	['T1.3', 'Q1.2']
176	.	.	PUNCT	['PUNCT']
177	Allow	allow	VERB	['S7.4+', 'S8+', 'X2.1']
178	to	to	PART	['Z5']
179	cool	cool	VERB	['O4.6-/A2.1', 'X5.2-/A2.1']
180	and	and	CCONJ	['Z5']
181	become	become	VERB	['A2.1+', 'O4.2+']
182	crispy	crispy	NOUN	['O4.5']
183	.	.	PUNCT	['PUNCT']
184	Toss	toss	VERB	['M2', 'F1', 'M1']
185	with	with	ADP	['Z5']
186	cilantro	cilantro	NOUN	['Z99']
187	before	before	ADP	['Z5']
188	serving	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
189	.	.	PUNCT	['PUNCT']

1	Crush	crush	NOUN	['S5+c', 'E2+']
2	garlic	garlic	NOUN	['F1', 'L3']
3	in	in	ADP	['Z5']
4	a	a	DET	['Z5']
5	mortar	mortar	NOUN	['O1.1', 'G3']
6	and	and	CCONJ	['Z5']
7	pestle	pestle	VERB	['Z99']
8	with	with	ADP	['Z5']
9	a	a	DET	['Z5']
10	generous	generous	ADJ	['S1.2.2-', 'N5+']
11	pinch	pinch	NOUN	['E3-', 'N5-', 'A12-']
12	of	of	ADP	['Z5']
13	salt	salt	NOUN	['F1', 'O1.1']
14	.	.	PUNCT	['PUNCT']
15	Mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
16	in	in	ADP	['Z5']
17	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
18	a	a	DET	['Z5']
19	teaspoon	teaspoon	NOUN	['O2', 'N5']
20	at	at	ADP	['T1.1.2']
21	a	a	DET	['T1.1.2']
22	time	time	NOUN	['T1.1.2']
23	until	until	ADP	['Z5']
24	the	the	DET	['Z5']
25	mixture	mixture	NOUN	['O1.1', 'A6.3+']
26	will	will	AUX	['T1.1.3']
27	absorb	absorb	VERB	['A1.1.1', 'T1.3+', 'X2.3+', 'X5.2+']
28	no	no	DET	['Z6']
29	more	more	ADJ	['A13.3', 'N6++']
30	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
31	.	.	PUNCT	['PUNCT']
32	Stir	stir	VERB	['A1.1.1', 'M1']
33	in	in	ADP	['Z5']
34	the	the	DET	['Z5']
35	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
36	juice	juice	NOUN	['F2', 'O1.2']
37	.	.	PUNCT	['PUNCT']
38	serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
39	at	at	ADP	['Z5']
40	room	room	NOUN	['H2', 'N3.6']
41	temperature	temperature	NOUN	['O4.6']
42	with	with	ADP	['Z5']
43	Lebanese	lebanese	ADJ	['Z2', 'Z2/S2mfnc']
44	breads	bread	NOUN	['F1', 'I1.1']
45	,	,	PUNCT	['PUNCT']
46	hummus	hummus	NOUN	['Z99']
47	or	or	CCONJ	['Z5']
48	Tabbouleh	Tabbouleh	PROPN	['Z99']
49	.	.	PUNCT	['PUNCT']

1	In	in	ADP	['Z5']
2	a	a	DET	['Z5']
3	food	food	NOUN	['O2/F1']
4	processor	processor	NOUN	['O2/F1']
5	,	,	PUNCT	['PUNCT']
6	combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
7	the	the	DET	['Z5']
8	butter	butter	NOUN	['F1']
9	,	,	PUNCT	['PUNCT']
10	feta	feta	NOUN	['F1']
11	cheese	cheese	NOUN	['F1']
12	,	,	PUNCT	['PUNCT']
13	cream	cream	NOUN	['F1']
14	cheese	cheese	NOUN	['F1']
15	,	,	PUNCT	['PUNCT']
16	garlic	garlic	NOUN	['F1', 'L3']
17	,	,	PUNCT	['PUNCT']
18	shallot	shallot	NOUN	['L3', 'F1']
19	,	,	PUNCT	['PUNCT']
20	vermouth	vermouth	NOUN	['Z99']
21	,	,	PUNCT	['PUNCT']
22	and	and	CCONJ	['Z5']
23	white	white	ADJ	['O4.3', 'G2.2+']
24	pepper	pepper	NOUN	['F1']
25	.	.	PUNCT	['PUNCT']
26	Process	process	NOUN	['A1.1.1', 'X4.2']
27	until	until	ADP	['Z5']
28	smooth	smooth	ADJ	['O4.5']
29	.	.	PUNCT	['PUNCT']
30	Oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
31	a	a	DET	['Z5']
32	medium	medium	ADJ	['N3.2', 'N3.1']
33	bowl	bowl	NOUN	['O2']
34	,	,	PUNCT	['PUNCT']
35	or	or	CCONJ	['Z5']
36	gelatin	gelatin	NOUN	['O1.1/A2.1']
37	mold	mold	NOUN	['Z99']
38	,	,	PUNCT	['PUNCT']
39	and	and	CCONJ	['Z5']
40	line	line	NOUN	['O4.4', 'A4.1', 'Q1.3', 'X4.2', 'Q3', 'Q1.2', 'Q2.1/K4', 'S4', 'S7.1', 'A1.7+', 'A6.1-', 'I3.1', 'M4@c', 'G3@', 'K5.1@']
41	with	with	ADP	['Z5']
42	plastic	plastic	ADJ	['O1.1', 'O4.5']
43	wrap	wrap	NOUN	['B5', 'Y2%']
44	for	for	ADP	['Z5']
45	easy	easy	ADJ	['A12+']
46	removal	removal	NOUN	['M2']
47	.	.	PUNCT	['PUNCT']
48	Layer	layer	NOUN	['O2', 'A4.1']
49	the	the	DET	['Z5']
50	dip	dip	NOUN	['O4.4', 'F1', 'O1', 'M4']
51	into	into	ADP	['Z5']
52	the	the	DET	['Z5']
53	mold	mold	NOUN	['Z99']
54	as	as	ADP	['Z5']
55	follows	follow	VERB	['M1', 'N4', 'S7.1-', 'X2.4', 'X2.5+', 'A6.1+', 'A1.1.1', 'A2.2', 'K5.1']
56	:	:	PUNCT	['PUNCT']
57	Sun	Sun	PROPN	['Z3c']
58	-	-	PUNCT	['PUNCT']
59	dried	dry	VERB	['O1.2-']
60	tomatoes	tomato	NOUN	['F1']
61	,	,	PUNCT	['PUNCT']
62	pine	pine	NOUN	['L3']
63	nuts	nut	NOUN	['F1', 'O2', 'B2-/S2mf', 'X5.2+/S2mf', 'B1']
64	,	,	PUNCT	['PUNCT']
65	pesto	pesto	NOUN	['Z99']
66	,	,	PUNCT	['PUNCT']
67	cheese	cheese	NOUN	['F1']
68	mixture	mixture	NOUN	['O1.1', 'A6.3+']
69	.	.	PUNCT	['PUNCT']
70	Repeat	repeat	VERB	['N6+', 'Q2.1/N6+', 'F1/B1@']
71	.	.	PUNCT	['PUNCT']
72	Pat	pat	VERB	['A1.1.1']
73	down	down	ADP	['Z5']
74	into	into	ADP	['Z5']
75	the	the	DET	['Z5']
76	mold	mold	NOUN	['Z99']
77	,	,	PUNCT	['PUNCT']
78	and	and	CCONJ	['Z5']
79	refrigerate	refrigerate	VERB	['Z99']
80	for	for	ADP	['Z5']
81	at	at	ADV	['A13.7']
82	least	least	ADV	['A13.7']
83	one	one	NUM	['N1', 'T3', 'T1.2']
84	hour	hour	NOUN	['T1.3']
85	.	.	PUNCT	['PUNCT']
86	Turn	turn	VERB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
87	the	the	DET	['Z5']
