Index	Text	Lemma	POS
57	oil	oil	NN
58	and	and	CC
59	salt	salt	NN
60	and	and	CC
61	pepper	pepper	NN
62	.	.	.
63	Mix	mix	VB
64	thoroughly	thoroughly	RB
65	.	.	.
66	On	on	IN
67	wax	wax	NN
68	paper	paper	NN
69	,	,	,
70	divide	divide	VBP
71	mixture	mixture	NN
72	into	into	IN
73	equal	equal	JJ
74	piles	pile	NNS
75	;	;	:
76	form	form	VB
77	each	each	DT
78	pile	pile	NN
79	into	into	IN
80	a	a	DT
81	patty	patty	NN
82	.	.	.
83	Make	make	VB
84	sure	sure	JJ
85	noodles	noodle	NNS
86	are	be	VBP
87	incorporated	incorporate	VBN
88	and	and	CC
89	are	be	VBP
90	not	not	RB
91	sticking	stick	VBG
92	out	out	RP
93	.	.	.
94	In	in	IN
95	a	a	DT
96	medium	medium	JJ
97	skillet	skillet	NN
98	,	,	,
99	heat	heat	NN
100	vegetable	vegetable	NN
101	oil	oil	NN
102	and	and	CC
103	cook	cook	VB
104	patties	patty	NNS
105	over	over	IN
106	medium	medium	JJ
107	heat	heat	NN
108	for	for	IN
109	minutes	minute	NNS
110	on	on	IN
111	each	each	DT
112	side	side	NN
113	until	until	IN
114	golden	golden	JJ
115	.	.	.
116	Drain	drain	VB
117	on	on	RP
118	paper	paper	NN
119	towels	towel	NNS
120	.	.	.
121	Serve	serve	VB
122	with	with	IN
123	cilantro-lime	cilantro-lime	NN
124	mayonnaise	mayonnaise	NN
125	.	.	.
126	For	for	IN
127	the	the	DT
128	cilantro-lime	cilantro-lime	NN
129	mayonnaise	mayonnaise	NN
130	,	,	,
131	mix	mix	NN
132	mayonnaise	mayonnaise	NN
133	,	,	,
134	tablespoon	tablespoon	NN
135	cilantro	cilantro	NN
136	,	,	,
137	lime	lime	NN
138	zest	zest	NN
139	and	and	CC
140	lime	lime	NN
141	juice	juice	NN
142	in	in	IN
143	a	a	DT
144	small	small	JJ
145	mixing	mix	VBG
146	bowl	bowl	NN
147	.	.	.
148	Mix	mix	VB
149	thoroughly	thoroughly	RB
150	.	.	.
151	Chill	Chill	NNP
152	until	until	IN
153	ready	ready	JJ
154	to	to	TO
155	serve	serve	VB
156	.	.	.

1	In	in	IN
2	a	a	DT
3	medium	medium	JJ
4	saucepan	saucepan	NN
5	over	over	IN
6	medium	medium	JJ
7	heat	heat	NN
8	,	,	,
9	mix	mix	NN
10	refried	refried	JJ
11	beans	bean	NNS
12	,	,	,
13	taco	taco	NN
14	seasoning	seasoning	NN
15	mix	mix	NN
16	and	and	CC
17	tomato	tomato	NN
18	.	.	.
19	Allow	allow	VB
20	the	the	DT
21	mixture	mixture	NN
22	to	to	TO
23	simmer	simmer	VB
24	approximately	approximately	RB
25	minutes	minute	NNS
26	,	,	,
27	stirring	stir	VBG
28	occasionally	occasionally	RB
29	.	.	.
30	Spoon	spoon	VB
31	the	the	DT
32	mixture	mixture	NN
33	into	into	IN
34	a	a	DT
35	medium	medium	NN
36	serving	serve	VBG
37	bowl	bowl	NN
38	.	.	.
39	Top	top	JJ
40	with	with	IN
41	Cheddar	cheddar	NN
42	cheese	cheese	NN
43	and	and	CC
44	serve	serve	VB
45	warm	warm	JJ
46	.	.	.

1	Place	place	VB
2	the	the	DT
3	eggs	egg	NNS
4	in	in	IN
5	a	a	DT
6	saucepan	saucepan	NN
7	in	in	IN
8	a	a	DT
9	single	single	JJ
10	layer	layer	NN
11	with	with	IN
12	enough	enough	JJ
13	water	water	NN
14	to	to	TO
15	cover	cover	VB
16	by	by	IN
17	inch	inch	NN
18	.	.	.
19	Cover	cover	VB
20	the	the	DT
21	saucepan	saucepan	NN
22	and	and	CC
23	bring	bring	VB
24	the	the	DT
25	water	water	NN
26	to	to	IN
27	a	a	DT
28	boil	boil	NN
29	over	over	IN
30	high	high	JJ
31	heat	heat	NN
32	.	.	.
33	Once	once	IN
34	the	the	DT
35	water	water	NN
36	is	be	VBZ
37	boiling	boil	VBG
38	,	,	,
39	remove	remove	VB
40	from	from	IN
41	the	the	DT
42	heat	heat	NN
43	and	and	CC
44	let	let	VB
45	the	the	DT
46	eggs	egg	NNS
47	stand	stand	VBP
48	in	in	IN
49	the	the	DT
50	hot	hot	JJ
51	water	water	NN
52	for	for	IN
53	minutes	minute	NNS
54	.	.	.
55	Pour	pour	VB
56	out	out	RP
57	the	the	DT
58	hot	hot	JJ
59	water	water	NN
60	,	,	,
61	then	then	RB
62	cool	cool	VB
63	the	the	DT
64	eggs	egg	NNS
65	under	under	IN
66	cold	cold	JJ
67	running	running	NN
68	water	water	NN
69	.	.	.
70	Peel	Peel	NNP
71	once	once	RB
72	cold	cold	JJ
73	.	.	.
74	Dry	dry	NN
75	the	the	DT
76	eggs	egg	NNS
77	thoroughly	thoroughly	RB
78	with	with	IN
79	paper	paper	NN
80	towels	towel	NNS
81	,	,	,
82	and	and	CC
83	slice	slice	VB
84	them	they	PRP
85	in	in	IN
86	half	half	NN
87	lengthwise	lengthwise	RB
88	.	.	.
89	Remove	remove	VB
90	the	the	DT
91	yolks	yolk	NNS
92	,	,	,
93	and	and	CC
94	place	place	NN
95	in	in	IN
96	a	a	DT
97	bowl	bowl	NN
98	.	.	.
99	Mash	Mash	NNP
100	the	the	DT
101	yolks	yolk	NNS
102	with	with	IN
103	a	a	DT
104	fork	fork	NN
105	,	,	,
106	and	and	CC
107	stir	stir	NN
108	in	in	IN
109	the	the	DT
110	sugar	sugar	NN
111	,	,	,
112	salt	salt	NN
113	,	,	,
114	onion	onion	NN
115	powder	powder	NN
116	,	,	,
117	garlic	garlic	NN
118	powder	powder	NN
119	,	,	,
120	and	and	CC
121	white	white	JJ
122	pepper	pepper	NN
123	.	.	.
124	Add	add	VB
125	the	the	DT
126	mustard	mustard	NN
127	,	,	,
128	mayonnaise	mayonnaise	NN
129	,	,	,
130	salad	salad	NN
131	dressing	dressing	NN
132	,	,	,
133	and	and	CC
134	vinegar	vinegar	NN
135	,	,	,
136	one	one	CD
137	at	at	IN
138	a	a	DT
139	time	time	NN
140	,	,	,
141	stirring	stir	VBG
142	to	to	IN
143	incorporate	incorporate	VB
144	each	each	DT
145	ingredient	ingredient	NN
146	before	before	IN
147	adding	add	VBG
148	the	the	DT
149	next	next	JJ
150	.	.	.
151	Mound	Mound	NNP
152	a	a	DT
153	heaping	heap	VBG
154	teaspoonful	teaspoonful	NN
155	of	of	IN
156	the	the	DT
157	yolk	yolk	NN
158	mixture	mixture	NN
159	into	into	IN
160	the	the	DT
161	cavity	cavity	NN
162	of	of	IN
163	each	each	DT
164	egg	egg	NN
165	half	half	NN
166	,	,	,
167	and	and	CC
168	sprinkle	sprinkle	VB
169	with	with	IN
170	paprika	paprika	NN
171	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Spray	spray	VB
12	a	a	DT
13	x-inch	x-inch	NN
14	baking	baking	NN
15	dish	dish	NN
16	with	with	IN
17	non-stick	non-stick	JJ
18	cooking	cooking	NN
19	spray	spray	NN
20	.	.	.
21	Place	place	VB
22	the	the	DT
23	cauliflower	cauliflower	NN
24	in	in	IN
25	a	a	DT
26	large	large	JJ
27	mixing	mix	VBG
28	bowl	bowl	NN
29	.	.	.
30	Toss	toss	VB
31	with	with	IN
32	the	the	DT
33	olive	olive	NN
34	oil	oil	NN
35	and	and	CC
36	garlic	garlic	NN
37	powder	powder	NN
38	until	until	IN
39	thoroughly	thoroughly	RB
40	distributed	distribute	VBN
41	.	.	.
42	Transfer	transfer	NN
43	the	the	DT
44	cauliflower	cauliflower	NN
45	mixture	mixture	NN
46	to	to	IN
47	prepared	prepared	JJ
48	baking	baking	JJ
49	dish	dish	NN
50	.	.	.
51	Bake	bake	VB
52	in	in	IN
53	preheated	preheated	JJ
54	oven	oven	JJ
55	minutes	minute	NNS
56	.	.	.
57	Top	top	JJ
58	with	with	IN
59	shredded	shredded	JJ
60	cheese	cheese	NN
61	and	and	CC
62	bake	bake	VB
63	until	until	IN
64	the	the	DT
65	cheese	cheese	NN
66	has	have	VBZ
67	melted	melt	VBN
68	,	,	,
69	about	about	RB
70	more	more	RBR
71	minutes	minute	NNS
72	.	.	.
73	Top	top	JJ
74	cheesy	cheesy	JJ
75	florets	floret	NNS
76	with	with	IN
77	sriracha	sriracha	NN
78	sauce	sauce	NN
79	to	to	TO
80	taste	taste	VB
81	and	and	CC
82	garnish	garnish	VB
83	with	with	IN
84	green	green	JJ
85	onions	onion	NNS
86	.	.	.
87	Serve	serve	VB
88	with	with	IN
89	a	a	DT
90	cold	cold	JJ
91	glass	glass	NN
92	of	of	IN
93	milk	milk	NN
94	.	.	.

1	Preheat	preheat	VB
2	an	a	DT
3	oven	oven	NN
4	to	to	IN
5	degrees	degree	NNS
6	F	f	NN
7	(	(	-LRB-
8	degrees	degree	NNS
9	C	c	NN
10	)	)	-RRB-
11	.	.	.
12	Line	line	NN
13	a	a	DT
14	non	non	FW
15	insulated	insulated	JJ
16	cookie	cookie	NN
17	sheet	sheet	NN
18	with	with	IN
19	parchment	parchment	NN
20	paper	paper	NN
21	.	.	.
22	With	with	IN
23	a	a	DT
24	knife	knife	NN
25	or	or	CC
26	kitchen	kitchen	NN
27	shears	shears	NNS
28	carefully	carefully	RB
29	remove	remove	VB
30	the	the	DT
31	leaves	leaf	NNS
32	from	from	IN
33	the	the	DT
34	thick	thick	JJ
35	stems	stem	VBZ
36	and	and	CC
37	tear	tear	VB
38	into	into	IN
39	bite	bite	NN
40	size	size	NN
41	pieces	piece	NNS
42	.	.	.
43	Wash	wash	VB
44	and	and	CC
45	thoroughly	thoroughly	RB
46	dry	dry	JJ
47	kale	kale	NN
48	with	with	IN
49	a	a	DT
50	salad	salad	NN
51	spinner	spinner	NN
52	.	.	.
53	Drizzle	drizzle	NN
54	kale	kale	NN
55	with	with	IN
56	olive	olive	JJ
57	oil	oil	NN
58	and	and	CC
59	sprinkle	sprinkle	VB
60	with	with	IN
61	seasoning	seasoning	NN
62	salt	salt	NN
63	.	.	.
64	Bake	bake	VB
65	until	until	IN
66	the	the	DT
67	edges	edge	NNS
68	brown	brown	JJ
69	but	but	CC
70	are	be	VBP
71	not	not	RB
72	burnt	burn	VBN
73	,	,	,
74	to	to	IN
75	minutes	minute	NNS
76	.	.	.

1	Stir	stir	VB
2	pork	pork	NN
3	shoulder	shoulder	NN
4	,	,	,
5	livers	liver	NNS
6	,	,	,
7	onion	onion	NN
8	,	,	,
9	celery	celery	NN
10	,	,	,
11	poblano	poblano	NN
12	pepper	pepper	NN
13	,	,	,
14	jalapeno	jalapeno	NN
15	pepper	pepper	NN
16	,	,	,
17	garlic	garlic	NN
18	,	,	,
19	kosher	kosher	JJ
20	salt	salt	NN
21	,	,	,
22	/	/	SYM
23	tablespoons	tablespoon	NNS
24	ground	ground	NN
25	black	black	JJ
26	pepper	pepper	NN
27	,	,	,
28	chili	chili	NN
29	powder	powder	NN
30	,	,	,
31	and	and	CC
32	teaspoon	teaspoon	NN
33	cayenne	cayenne	NN
34	pepper	pepper	NN
35	together	together	RB
36	in	in	IN
37	a	a	DT
38	large	large	JJ
39	pot	pot	NN
40	.	.	.
41	Cover	cover	VB
42	the	the	DT
43	pot	pot	NN
44	with	with	IN
45	a	a	DT
46	lid	lid	NN
47	and	and	CC
48	refrigerate	refrigerate	VB
49	until	until	IN
50	flavors	flavor	NNS
51	combine	combine	VBP
52	,	,	,
53	hours	hour	NNS
54	to	to	IN
55	overnight	overnight	RB
56	.	.	.
57	Pour	pour	VB
58	enough	enough	JJ
59	water	water	NN
60	into	into	IN
61	the	the	DT
62	pork	pork	NN
63	mixture	mixture	NN
64	to	to	TO
65	cover	cover	VB
66	by	by	IN
67	inches	inch	NNS
68	;	;	:
69	bring	bring	VB
70	to	to	IN
71	a	a	DT
72	boil	boil	NN
73	,	,	,
74	reduce	reduce	VB
75	heat	heat	NN
76	to	to	IN
77	low	low	JJ
78	,	,	,
79	and	and	CC
80	simmer	simmer	VBP
81	until	until	IN
82	meat	meat	NN
83	is	be	VBZ
84	tender	tender	NN
85	,	,	,
86	about	about	RB
87	/	/	HYPH
88	hours	hour	NNS
89	.	.	.
90	Remove	remove	VB
91	from	from	IN
92	heat	heat	NN
93	.	.	.
94	Pour	pour	VB
95	mixture	mixture	NN
96	through	through	IN
97	a	a	DT
98	strainer	strainer	NN
99	,	,	,
100	reserving	reserve	VBG
101	strained	strained	JJ
102	liquid	liquid	NN
103	and	and	CC
104	meat	meat	NN
105	separately	separately	RB
106	.	.	.
107	Transfer	transfer	NN
108	drained	drain	VBN
109	meat	meat	NN
110	mixture	mixture	NN
111	to	to	IN
112	a	a	DT
113	cutting	cutting	NN
114	board	board	NN
115	and	and	CC
116	finely	finely	RB
117	chop	chop	VB
118	.	.	.
119	Stir	stir	VB
120	chopped	chop	VBN
121	meat	meat	NN
122	,	,	,
123	rice	rice	NN
124	,	,	,
125	parsley	parsley	NN
126	,	,	,
127	and	and	CC
128	green	green	JJ
129	onion	onion	NN
130	together	together	RB
131	in	in	IN
132	a	a	DT
133	bowl	bowl	NN
134	.	.	.
135	Gradually	gradually	RB
136	add	add	VB
137	reserved	reserved	JJ
138	cooking	cooking	NN
139	liquid	liquid	NN
140	,	,	,
141	ladleful	ladleful	NN
142	at	at	IN
143	a	a	DT
144	time	time	NN
145	,	,	,
146	to	to	IN
147	meat	meat	NN
148	mixture	mixture	NN
149	,	,	,
150	stirring	stir	VBG
151	until	until	IN
152	completely	completely	RB
153	incorporated	incorporate	VBN
154	between	between	IN
155	each	each	DT
156	addition	addition	NN
157	,	,	,
158	until	until	IN
159	mixture	mixture	NN
160	has	have	VBZ
161	a	a	DT
162	paste-like	paste-like	JJ
163	consistency	consistency	NN
164	.	.	.
165	Cover	cover	VB
166	the	the	DT
167	bowl	bowl	NN
168	with	with	IN
169	plastic	plastic	NN
170	wrap	wrap	NN
171	and	and	CC
172	refrigerate	refrigerate	VB
173	until	until	IN
174	chilled	chilled	JJ
175	,	,	,
176	at	at	IN
177	least	least	RBS
178	hours	hour	NNS
179	to	to	TO
180	overnight	overnight	RB
181	.	.	,
182	Heat	heat	VB
183	oil	oil	NN
184	in	in	IN
185	a	a	DT
186	deep-fryer	deep-fryer	NN
187	or	or	CC
188	large	large	JJ
189	saucepan	saucepan	NN
190	to	to	IN
191	degrees	degree	NNS
192	F	f	NN
193	(	(	-LRB-
194	degrees	degree	NNS
195	C	c	NN
196	)	)	-RRB-
197	.	.	.
198	Roll	roll	VB
199	chilled	chilled	JJ
200	meat	meat	NN
201	mixture	mixture	NN
202	into	into	IN
203	inch	inch	NN
204	balls	ball	NNS
205	.	.	.
206	Whisk	whisk	VB
207	flour	flour	NN
208	,	,	,
209	pinch	pinch	NN
210	cayenne	cayenne	NN
211	pepper	pepper	NN
212	,	,	,
213	salt	salt	NN
214	,	,	,
215	and	and	CC
216	black	black	JJ
217	pepper	pepper	NN
218	together	together	RB
219	in	in	IN
220	a	a	DT
221	shallow	shallow	JJ
222	bowl	bowl	NN
223	.	.	.
224	Pour	pour	VB
225	breadcrumbs	breadcrumb	NNS
226	into	into	IN
227	another	another	DT
228	shallow	shallow	JJ
229	bowl	bowl	NN
230	.	.	.
231	Beat	beat	NN
232	eggs	egg	NNS
233	in	in	IN
234	another	another	DT
235	shallow	shallow	JJ
236	bowl	bowl	NN
237	.	.	.
238	Gently	gently	RB
239	press	press	NN
240	ball	ball	NN
241	into	into	IN
242	flour	flour	NN
243	mixture	mixture	NN
244	to	to	IN
245	coat	coat	NN
246	;	;	:
247	shake	shake	VB
248	off	off	RP
249	the	the	DT
250	excess	excess	JJ
251	flour	flour	NN
252	.	.	.
253	Dip	dip	VB
254	ball	ball	NN
255	into	into	IN
256	the	the	DT
257	beaten	beat	VBN
258	egg	egg	NN
259	;	;	:
260	press	press	NN
261	ball	ball	NN
262	into	into	IN
263	bread	bread	NN
264	crumbs	crumb	NNS
265	.	.	.
266	Place	place	VB
267	breaded	bread	VBN
268	ball	ball	NN
269	onto	onto	IN
270	a	a	DT
271	plate	plate	NN
272	and	and	CC
273	repeat	repeat	NN
274	breading	breading	NN
275	process	process	NN
276	with	with	IN
277	remaining	remain	VBG
278	meat	meat	NN
279	balls	ball	NNS
280	.	.	.
281	Working	work	VBG
282	in	in	IN
283	batches	batch	NNS
284	,	,	,
285	cook	cook	VB
286	boudin	boudin	NN
287	balls	ball	NNS
288	in	in	IN
289	preheated	preheated	JJ
290	oil	oil	NN
291	,	,	,
292	turning	turn	VBG
293	once	once	RB
294	,	,	,
295	until	until	IN
296	crispy	crispy	JJ
297	on	on	IN
298	the	the	DT
299	outside	outside	JJ
300	and	and	CC
301	hot	hot	JJ
302	on	on	IN
303	the	the	DT
304	inside	inside	NN
305	,	,	,
306	to	to	IN
307	minutes	minute	NNS
308	.	.	.

1	Combine	combine	VB
2	tomatoes	tomato	NNS
3	,	,	,
4	red	red	JJ
5	onion	onion	NN
6	,	,	,
7	yellow	yellow	JJ
8	onion	onion	NN
9	,	,	,
10	green	green	JJ
11	chilies	chily	NNS
12	,	,	,
13	lime	lime	NN
14	juice	juice	NN
15	,	,	,
16	cilantro	cilantro	NN
17	,	,	,
18	garlic	garlic	NN
19	,	,	,
20	cumin	cumin	NN
21	,	,	,
22	and	and	CC
23	salt	salt	NN
24	in	in	IN
25	a	a	DT
26	food	food	NN
27	processor	processor	NN
28	.	.	.
29	Pulse	pulse	NN
30	processor	processor	NN
31	until	until	IN
32	mixture	mixture	NN
33	is	be	VBZ
34	combined	combine	VBN
35	,	,	,
36	yet	yet	CC
37	remains	remain	VBZ
38	chunky	chunky	JJ
39	.	.	.
40	Transfer	transfer	NN
41	to	to	IN
42	a	a	DT
43	bowl	bowl	NN
44	,	,	,
45	cover	cover	NN
46	with	with	IN
47	plastic	plastic	NN
48	wrap	wrap	NN
49	,	,	,
50	and	and	CC
51	refrigerate	refrigerate	VB
52	at	at	IN
53	least	least	RBS
54	hour	hour	NN
55	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	In	in	IN
12	a	a	DT
13	medium	medium	JJ
14	bowl	bowl	NN
15	,	,	,
16	mix	mix	NN
17	corned	corn	VBN
18	beef	beef	NN
19	,	,	,
20	Swiss	Swiss	JJ
21	cheese	cheese	NN
22	,	,	,
23	sauerkraut	sauerkraut	NN
24	and	and	CC
25	thousand	thousand	CD
26	island	island	NN
27	salad	salad	NN
28	dressing	dressing	NN
29	.	.	.
30	Transfer	transfer	NN
31	the	the	DT
32	mixture	mixture	NN
33	to	to	IN
34	a	a	DT
35	inch	inch	NN
36	pie	pie	NN
37	dish	dish	NN
38	and	and	CC
39	bake	bake	VB
40	in	in	IN
41	the	the	DT
42	preheated	preheated	JJ
43	oven	oven	NN
44	to	to	IN
45	minutes	minute	NNS
46	,	,	,
47	until	until	IN
48	hot	hot	JJ
49	and	and	CC
50	bubbly	bubbly	RB
51	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Grease	grease	NN
12	two	two	CD
13	baking	bake	VBG
14	sheets	sheet	NNS
15	.	.	.
16	Unroll	unroll	VB
17	the	the	DT
18	crescent	crescent	JJ
19	roll	roll	NN
20	dough	dough	NN
21	and	and	CC
22	separate	separate	VB
23	into	into	IN
24	triangles	triangle	NNS
25	.	.	.
26	Roll	roll	VB
27	or	or	CC
28	press	press	VB
29	the	the	DT
30	triangles	triangle	NNS
31	out	out	RP
32	on	on	IN
33	a	a	DT
34	clean	clean	JJ
35	surface	surface	NN
36	,	,	,
37	making	make	VBG
38	them	they	PRP
39	larger	large	JJR
40	than	than	IN
41	their	they	PRP$
42	original	original	JJ
43	size	size	NN
44	by	by	IN
45	half	half	NN
46	.	.	.
47	Lay	lay	VB
48	the	the	DT
49	triangles	triangle	NNS
50	out	out	RP
51	on	on	IN
52	the	the	DT
53	prepared	prepared	JJ
54	baking	baking	NN
55	sheets	sheet	NNS
56	;	;	:
57	set	set	VB
58	aside	aside	RB
59	.	.	.
60	Finely	finely	RB
61	chop	chop	VB
62	the	the	DT
63	crabmeat	crabmeat	NN
64	and	and	CC
65	place	place	NN
66	in	in	IN
67	a	a	DT
68	large	large	JJ
69	mixing	mix	VBG
70	bowl	bowl	NN
71	.	.	.
72	Add	add	VB
73	the	the	DT
74	cream	cream	NN
75	cheese	cheese	NN
76	and	and	CC
77	cocktail	cocktail	NN
78	sauce	sauce	NN
79	and	and	CC
80	mix	mix	NN
81	until	until	IN
82	all	all	DT
83	of	of	IN
84	the	the	DT
85	ingredients	ingredient	NNS
86	are	be	VBP
87	well-combined	well-combine	VBN
88	.	.	.
89	Place	place	VB
90	a	a	DT
91	tablespoon	tablespoon	NN
92	of	of	IN
93	the	the	DT
94	crab	crab	NN
95	mixture	mixture	NN
96	on	on	IN
97	the	the	DT
98	large	large	JJ
99	side	side	NN
100	of	of	IN
101	each	each	DT
102	crescent	crescent	JJ
103	triangle	triangle	NN
104	.	.	.
105	Pull	pull	VB
106	the	the	DT
107	two	two	CD
108	bottom	bottom	JJ
109	edges	edge	NNS
110	of	of	IN
111	the	the	DT
112	triangle	triangle	NN
113	together	together	RB
114	and	and	CC
115	pinch	pinch	VB
116	the	the	DT
117	seam	seam	NN
118	closed	close	VBD
119	over	over	IN
120	the	the	DT
121	crab	crab	NN
122	mixture	mixture	NN
123	.	.	.
124	Pull	pull	VB
125	forward	forward	RB
126	the	the	DT
127	remaining	remain	VBG
128	tip	tip	NN
129	of	of	IN
130	the	the	DT
131	triangle	triangle	NN
132	to	to	TO
133	cover	cover	VB
134	the	the	DT
135	remaining	remain	VBG
136	crab	crab	NN
137	mixture	mixture	NN
138	and	and	CC
139	pinch	pinch	VB
140	the	the	DT
141	seams	seam	NNS
142	to	to	TO
143	close	close	VB
144	.	.	.
145	Bake	bake	VB
146	in	in	IN
147	the	the	DT
148	preheated	preheated	JJ
149	oven	oven	NN
150	until	until	IN
151	the	the	DT
152	crab	crab	NN
153	puffs	puff	NNS
154	are	be	VBP
155	golden	golden	JJ
156	brown	brown	JJ
157	,	,	,
158	to	to	IN
159	minutes	minute	NNS
160	.	.	.
161	Cool	cool	UH
162	to	to	IN
163	minutes	minute	NNS
164	before	before	IN
165	serving	serve	VBG
166	.	.	.

1	In	in	IN
2	a	a	DT
3	large	large	JJ
4	bowl	bowl	NN
5	,	,	,
6	mix	mix	VB
7	together	together	RB
8	cream	cream	JJ
9	cheese	cheese	NN
10	and	and	CC
11	salad	salad	NN
12	dressing	dressing	NN
13	mix	mix	NN
14	.	.	.
15	Shape	shape	NN
16	into	into	IN
17	large	large	JJ
18	ball	ball	NN
19	and	and	CC
20	roll	roll	NN
21	in	in	IN
22	chopped	chop	VBN
23	nuts	nut	NNS
24	.	.	.
25	Refrigerate	refrigerate	VB
26	cheese	cheese	NN
27	ball	ball	NN
28	for	for	IN
29	several	several	JJ
30	hours	hour	NNS
31	or	or	CC
32	overnight	overnight	RB
33	.	.	.

1	Spread	spread	NN
2	refried	refry	VBD
3	beans	bean	NNS
4	evenly	evenly	RB
5	on	on	IN
6	a	a	DT
7	medium	medium	JJ
8	sized	sized	JJ
9	serving	serve	VBG
10	platter	platter	NN
11	.	.	.
12	If	if	IN
13	the	the	DT
14	beans	bean	NNS
15	are	be	VBP
16	watery	watery	JJ
17	,	,	,
18	chill	chill	NN
19	for	for	IN
20	to	to	IN
21	minutes	minute	NNS
22	.	.	.
23	Peel	Peel	NNP
24	the	the	DT
25	avocados	avocado	NNS
26	and	and	CC
27	remove	remove	VB
28	the	the	DT
29	pits	pit	NNS
30	.	.	.
31	In	in	IN
32	a	a	DT
33	food	food	NN
34	processor	processor	NN
35	,	,	,
36	blend	blend	VB
37	the	the	DT
38	avocados	avocado	NNS
39	with	with	IN
40	the	the	DT
41	mayonnaise	mayonnaise	NN
42	,	,	,
43	sour	sour	JJ
44	cream	cream	NN
45	and	and	CC
46	taco	taco	NN
47	seasoning	seasoning	NN
48	until	until	IN
49	smooth	smooth	JJ
50	.	.	.
51	Pour	pour	VB
52	over	over	RP
53	the	the	DT
54	refried	refried	JJ
55	beans	bean	NNS
56	.	.	.
57	Top	top	JJ
58	with	with	IN
59	cheddar	cheddar	NN
60	cheese	cheese	NN
61	.	.	.
62	Add	add	VB
63	lettuce	lettuce	NN
64	,	,	,
65	tomatoes	tomato	NNS
66	,	,	,
67	green	green	JJ
68	onions	onion	NNS
69	,	,	,
70	green	green	JJ
71	pepper	pepper	NN
72	and	and	CC
73	black	black	JJ
74	olives	olive	NNS
75	if	if	IN
76	desired	desire	VBN
77	.	.	.
78	Refrigerate	refrigerate	VB
79	until	until	IN
80	serving	serve	VBG
81	.	.	.
82	Serve	serve	VB
83	with	with	IN
84	your	you	PRP$
85	favorite	favorite	JJ
86	tortilla	tortilla	NN
87	chips	chip	NNS
88	.	.	.

1	Place	place	VB
2	the	the	DT
3	sweet	sweet	JJ
4	potatoes	potato	NNS
5	in	in	IN
6	a	a	DT
7	pan	pan	NN
8	,	,	,
9	and	and	CC
10	fill	fill	VB
11	with	with	IN
12	enough	enough	JJ
13	water	water	NN
14	to	to	TO
15	cover	cover	VB
16	.	.	.
17	Bring	bring	VB
18	to	to	IN
19	a	a	DT
20	boil	boil	NN
21	,	,	,
22	and	and	CC
23	cook	cook	VB
24	until	until	IN
25	potatoes	potato	NNS
26	are	be	VBP
27	easily	easily	RB
28	pierced	pierce	VBN
29	with	with	IN
30	fork	fork	NN
31	,	,	,
32	about	about	IN
33	minutes	minute	NNS
34	.	.	.
35	Drain	drain	NN
36	,	,	,
37	place	place	VB
38	the	the	DT
39	potatoes	potato	NNS
40	in	in	IN
41	a	a	DT
42	mixing	mix	VBG
43	bowl	bowl	NN
44	,	,	,
45	and	and	CC
46	mash	mash	NN
47	.	.	.
48	Meanwhile	meanwhile	RB
49	,	,	,
50	heat	heat	NN
51	tablespoon	tablespoon	NN
52	canola	canola	NN
53	oil	oil	NN
54	in	in	IN
55	a	a	DT
56	skillet	skillet	NN
57	over	over	IN
58	medium-high	medium-high	JJ
59	heat	heat	NN
60	.	.	.
61	Stir	stir	VB
62	in	in	IN
63	the	the	DT
64	jalapeno	jalapeno	NN
65	pepper	pepper	NN
66	,	,	,
67	green	green	JJ
68	onions	onion	NNS
69	,	,	,
70	and	and	CC
71	garlic	garlic	NN
72	.	.	.
73	Cook	cook	VB
74	and	and	CC
75	stir	stir	VB
76	until	until	IN
77	the	the	DT
78	vegetables	vegetable	NNS
79	are	be	VBP
80	soft	soft	JJ
81	,	,	,
82	about	about	IN
83	minutes	minute	NNS
84	.	.	.
85	Stir	stir	VB
86	the	the	DT
87	vegetables	vegetable	NNS
88	,	,	,
89	brown	brown	JJ
90	sugar	sugar	NN
91	,	,	,
92	and	and	CC
93	allspice	allspice	NN
94	into	into	IN
95	the	the	DT
96	mashed	mash	VBN
97	sweet	sweet	JJ
98	potatoes	potato	NNS
99	.	.	.
100	Season	season	NN
101	to	to	TO
102	taste	taste	VB
103	with	with	IN
104	salt	salt	NN
105	and	and	CC
106	pepper	pepper	NN
107	.	.	HYPH
108	Form	form	NN
109	the	the	DT
110	sweet	sweet	JJ
111	potato	potato	NN
112	mixture	mixture	NN
113	into	into	IN
114	slightly	slightly	RB
115	flattened	flatten	VBN
